Video_ID,Title,Uploader,Duration_Sec,Views,Tags,Lyrics,Emotion_Label
BprLp4yQkpE,Cõi Nhớ - Lưu Chí Vỹ ft Dương Hồng Loan [Official],POPS MUSIC,299,4018085,"Ca Khuc, Ca Khuc Nhac Tre Hay Nhat 2015, Lien Khuc Nhac Tre 2015, Nhac, Nhac Hay Nhat, Nhac Hot Nhat, Nhac Lang Man, Nhac Moi Nhat, Nhac Nghe Nhieu Nhat, Nhac Remix, Nhac That Tinh, Nhac Tinh Yeu, Nhac Tinh Yeu 2015, Nhac Tre, Nhac Tre Hot Nhat 2015, Nhac Tre Moi Nhat 2",Không có lời bài hát (Sub),
CGQIA-DzRpI,"Quang Lê, Mai Thiên Vân - Đường Tím Bằng Lăng | HTQH 8 @MaiThienVanOfficial",Quang Lê Official,328,4017374,"quang lê, quang le, mai thiên vân, mai thien van, đường tím bằng lăng, htqh 8, hát trên quê hương, đường tím bằng lăng quang lê, mai thien van duong tim bang lang, quang lê bolero, quang lê official",Không có lời bài hát (Sub),
IuDcU0e8m_0,7UPPERCUTS × CAM -【WAVE ALPHA】 OFFICIAL MUSIC VIDEO,7UPPERCUTS,171,4010205,"7uppercuts, saigon, nam, vietnam, poppunk, cam, hip hop, rap, rap viet, hazard clique, rock, rock viet, band, punk, collab, da lat, honda, wave, alpha, wave alpha, tran khac chan, 7 uppercuts, honda wave alpha, nhac viet, cute, lovely, vibes, vibe",Không có lời bài hát (Sub),
ChskXiy-7XM,PBN 61 | Phi Nhung - Trở Lại Bạc Liêu,Thuy Nga,340,4007386,"thuy nga, nhạc trữ tình, bolero, nhac tru tinh, quang le hay nhat, nhạc vàng, nhạc bolero, paris by night, nhac vang, nhạc vàng xưa, nhạc vàng hải ngoại, nhac vang tru tinh, nhac bolero, bolero trữ tình, nhac tru tinh bolero, nhac xua, nhạc hải ngoại, nhac hai ngoai, hai ngoai, nhac hay, nhạc, phi nhung bolero, vu duc sao bien, phi nhung hay nhat, tro lai bac lieu",Không có lời bài hát (Sub),
2WpHVRaOsVM,ĐÔNG NHI - CHO EM MỘT LẦN YÊU | OFFICIAL MUSIC VIDEO,ĐÔNG NHI,277,3990613,"cho em mot lan duoc yeu, cho em một lần được yêu đông nhi, đông nhi cho em một lần được yêu, cho em mot lan duoc yeu dong nhi, Cho Em Một Lần Được Yêu, Dong nhi, cho em mot lan yeu dong nhi, cho em mot lan yeu, cho em yeu mot lan thoi, đông nhi, bad boy, stop loving you, vì ai vì anh, dong nhi the remix, dong nhi 2015, dong nhi shake the rhythm, cho em một lần yêu, official, em, music, video, trach ai bay gio, vi ai vi anh, trách ai bây giờ",Không có lời bài hát (Sub),
xWRaWcQzK04,Tàu Anh Qua Núi - Anh Thơ | Khán Giả Vỗ Tay Không Ngớt,Anh Thơ Official,254,3981508,"tàu anh qua núi, tau anh qua nui, tàu anh qua núi anh thơ, tau anh qua nui anh tho, anh thơ tàu anh qua núi, anh tho tau anh qua nui, nhạc đỏ tàu anh qua núi, nhạc cách mạng tàu anh qua núi, anh thơ, tau anh qua nui remix, tàu anh qua núi karaoke, anh tho, đi dọc việt nam theo bánh con tàu quay, khán giả vỗ tay không ngớt",Không có lời bài hát (Sub),
eqHzPdf_mrU,chờ mãi cũng đến … Cuối Tuần - Nguyên Hà & Minh Min |  Official MV,Nguyên Hà Official,281,3980157,"nguyên hà, nguyen ha, ca sĩ nguyên hà, chờ mãi cũng đến cuối tuần, cho mai cung den cuoi tuan, chờ mãi cũng đến cuối tuần nguyên hà, cho mai cung den cuoi tuan nguyen ha, nhạc nguyên hà, nguyên hà live, nguyên hà lyrics, nguyên hà cover, nguyên hà mới nhất, cuối tuần, cuối tuần nguyên hà, cuoi tuan, minh min, nguyen ha minh min, minh min cuoi tuan, cuối tuần minh min, nguyên hà cuối tuần, cuoi tuan nguyen ha, cuối tuần minh hà, nguyen hà, nguyên hà minh min","Chờ mãi cũng đến cuối tuần | Để đón em đi vài vòng Hồ Gươm ( Hồ Tây) | Ngồi uống thêm li nước sấu nhiều đường | Em nói cũng chỉ cần vậy thôi | Thì tôi nào đâu cũng có gì nhiều | Xe số vẫn hay chở nắng mưa | Nhà tôi nhà vẫn lối cũ ngõ nhỏ | Và nếu em không phiền thì ghé chơi | Con đường dài bỗng nhiên rất vui | Uớc em ngồi mãi sau tôi | Đưa em đi đến mãi cuối không gian | nghe tiếng em theo ngày tháng | Cuối tuần này muốn nói với em | Cho tôi gần hơn mọi lần | Giống mọi người mà em vẫn ước mong | có thêm một người để thương | Cuối tuần này muốn nói với em | Cho tôi đi chung đường về | Để thời gian là những ngóng chờ | Một người ở bên những ngày thơ | Cuối tuần. | Con đường dài bỗng nhiên rất vui | Uớc em ngồi mãi sau tôi | Đưa em đi đến mãi cuối không gian | nghe tiếng em theo ngày tháng | Cuối tuần này muốn nói với em | Cho tôi gần hơn mọi lần | Giống mọi người mà em vẫn ước mong | có thêm một người để thương | Cuối tuần này muốn nói với em, | Cho tôi đi chung đường về | Để thời gian là những ngóng chờ | Một người ở bên những ngày thơ | Cuối tuần này em có giống tôi | Dành hết hẹn cho một người | Dành cho nhau những điều rất thật | Để em thấy em trong tôi | Cuối tuần này muốn nói với em | Cho tôi đi chung suốt đời | Để thời gian là những ngóng chờ | Một người ở bên những ngày thơ | Cuối tuần",
X2LbISnSPAw,Không Khuất Phục (OST Xóm Chùa )  - ATO x Việt Hương | Official Music Video,Việt Hương,269,3973119,"xóm chùa, việt hương xóm chùa, phim xóm chùa, xóm chùa việt hương, webdrama xóm chùa, không khuất phục, xóm chùa thái hòa, xóm chùa full, không khuất phục ost xóm chùa, ost xóm chùa, xóm chùa có tượng, hậu trường phim xóm chùa, nhạc phim xóm chùa, khong khuat phuc, việt hương phim xóm chùa, xóm chùa tập 5, xóm chùa tập 4, xóm chùa tập 3, web drama xóm chùa, không khuất phục karaoke, không khuất phục xóm chùa, khong khuat phuc ost, khong khuat phuc nhac phim",Không có lời bài hát (Sub),
8jU___yGRCI,MÙA XA NHAU - EMILY ( Audio ),1989s Entertainment,275,3959612,"tiên cookie, tiencookie, tien cookie, mùa xa nhau, mua xa nhau, mùa xa nhau emily, emily, Official, mua xa nhau emily, ca sĩ emily, ladykillah, emily ladykillah, pop song, Pop Music (Musical Genre), 1989sProduction",Không có lời bài hát (Sub),
ZeuyOyCdsGI,Phi Nhung - Áo Mới Cà Mau | Ca Khúc Gắn Liền Với Tuối Thơ Của Bao Nhiêu Thế Hệ,HOA DƯƠNG TV,305,3952895,"phi nhung, phi nhung áo mới cà mau, phinhung, áo mới cà mau, ao moi ca mau, liveshow phi nhung, áo mới cà mau phi nhung, liveshow ca nhạc, liveshow, phi nhung liveshow, xuân phát tài official, xuân phát tài, mạnh quỳnh, hồ văn cường, #PhiNhung, ca sĩ phi nhung, ca si phi nhung, phi nhung mới nhất",Không có lời bài hát (Sub),
Mz-BziBI1qY,KayC - LOVE IN THE AIR (feat. MCK & Machiot) [OFFICIAL VISUALIZER],KayC Official,263,3947221,"love in the air, love in the air kayc, kayc machiot mck, love in the air mck, mck nhac, nhạc mck, nhạc machiot, official music video, nhạc rap mới nhất, nhac rap, rap viet, kayc love in the air",Không có lời bài hát (Sub),
