Video_ID,Title,Uploader,Duration_Sec,Views,Tags,Lyrics,Emotion_Label
qWyCmGxVrpU,Có Thể Thấy,Wxrdie,158,56636,"Wxrdie, WOKEUP, 2pillz, Phạm Nam Hải, 420ent., Có Thể Thấy",Không có lời bài hát (Sub),
f7UgEBxkrTw,ĐÔNG NHI - LẠNH LÙNG | OFFICIAL AUDIO,ĐÔNG NHI,235,56377,"lạnh lùng, dong nhi, đông nhi, dong nhi the remix, lanh lung dong nhi, dong nhi official, đông nhi lạnh lùng, lạnh lùng audio, lanh lung, lanh lung audio, Dong, Đông, Nhi, Audio, lạnh lùng đông nhi audio, lanh lung dong nhi audio, nhạc tuyển chọn, nhac tre hay moi nhat, nhạc trẻ đông nhi, nhac tre dong nhi",Không có lời bài hát (Sub),
PoIkCWl3uoI,Xin Chào | Võ Thành Tâm,POPS MUSIC,325,56366,"xin chào, xin chao, võ thành tâm, vo thanh tam, võ thành tâm xin chào, vo thanh tam xin chao, xin chào võ thành tâm, xin chao vo thanh tam, ca sỹ võ thành tâm, ca sy vo thanh tam, mv xin chào, mv xin chao, pops music",Không có lời bài hát (Sub),
mYNFCQzaUwQ,3. DEAR ICD,LỚP DU,240,55960,"lớp du, phúc du, phúc du livestream, phúc du rap battle, phuc du battle rap, dissneeland phúc du, phúc du vs đại vũ, đại vũ vs phúc du",Không có lời bài hát (Sub),
yVtONnXV-ME,Em đừng đi-Sơn Tùng MTP MV Cảm Động [Official] ✔,Tùng Bê,254,55943,,Không có lời bài hát (Sub),
cRZZzS_bjUw,Noo Phước Thịnh - Xa Em (Official Music Video),SonyMusicVietnamVEVO,354,55655,"Noo Phuoc Thinh, Xa Em",Không có lời bài hát (Sub),
9dzCK-lWog8,TÔI MUỐN - ĐINH ĐẠI VŨ | OFFICIAL MV,Đinh Đại Vũ Official,214,55602,"đinh đại vũ, đinh đại vũ official, ddv, dinh dai vu, music, nhạc mới 2024, bài hát mới 2024, nhạc remix hay nhất, nhạc remix, đinh đại vũ remix, karaoke, đinh đại vũ karaoke, nhạc trẻ remix, nhạc hoa, nhạc hoa lời việt, nhạc hoa remix, nhạc trẻ mới nhất, nhạc trẻ karaoke, nhạc hoa bất hủ, nhạc mới 2025, hoàng hậu remix, nhạc trẻ, nhạc mới đinh đại vũ, huynh đệ à, huynh đệ ơi, tôi muốn lyrics, tôi muốn karaoke",Không có lời bài hát (Sub),
7rQs4PFJY-E,"Cá Hồi Hoang - Tháng, Năm, 10 Ngày (Lyric Video)",Cá Hồi Hoang,258,55532,"Tết (Holiday), cá hồi hoang, tháng năm 10 ngày, lunar new year, Indie Pop (Musical Genre), Cá Hồi Hoang Lyric Video, Lyric Video, Ngọt, Hải Bột, Quái Vật Tí Hon, tết xa nhà, thời gian, Tết, nhạc tết",Không có lời bài hát (Sub),
Lp2tFM7pY0o,Phía Sau Em Còn Có Anh - Nhật Thành (Audio),Zing MP3,274,55475,"Phía Sau Em Còn Có Anh - Nhật Thành, Phía Sau Em Còn Có Anh, Nhật Thành, phía sau em còn có anh nhật thành, phia sau em con co anh nhat thanh, phia sau em con co anh, phiasauemconcoanh, nhatthanh, nhat thanh vo be, vợ bé nhật thành, zingmp3, zing mp3, nhạc mới 2016, audio hay, karaoke",Ai cũng thế khi người mình yêu tổn thương | Mình chẳng được vui càng đau nhiều hơn | Em biết đấy anh yêu em nhất trên đời | Anh chỉ muốn thấy em luôn mỉm cười. | Người ấy đã không trân trọng em việc gì em phải lặng thinh | Hãy mạnh mẽ đừng để mình tổn thương | Em ơi em phải hiểu trong tình yêu hai người cần tôn trọng nhau | Người ấy đâu đáng để em buồn. | Em ơi từng ngày anh thấy tình yêu trong anh đang lớn dần | Làm cho anh yêu anh thương em nhiều hơn | Nên khi nhìn em bật khóc vì một người không chân thành | Anh cảm thấy bức xúc trong lòng | Anh biết người ta đâu tốt đâu có yêu em hơn anh | Nhưng em lại chọn yêu người ta thay vì anh | Thôi mà em đừng khóc mọi chuyện rồi sẽ qua thôi | Em ơi đừng lo vì đằng sau vẫn còn có anh... | Người ấy đã không trân trọng em việc gì em phải lặng thinh | Hãy mạnh mẽ đừng để mình tổn thương | Em ơi em phải hiểu trong tình yêu hai người cần tôn trọng nhau | Người ấy đâu đáng để em buồn | Em ơi từng ngày anh thấy tình yêu trong anh đang lớn dần | Làm cho anh yêu anh thương em nhiều hơn | Nên khi nhìn em bật khóc vì một người không chân thành | Anh cảm thấy bức xúc trong lòng | Anh biết người ta đâu tốt đâu có yêu em hơn anh | Nhưng em lại chọn yêu người ta thay vì anh | Thôi mà em đừng khóc mọi chuyện rồi sẽ qua thôi | Em ơi đừng lo vì đằng sau vẫn còn có anh... | Em ơi từng ngày qua tình yêu trong anh đang lớn dần | Lạc lõng yêu em nhiều hơn ... | Anh biết người ấy đâu thật lòng với em | nên anh cảm thấy bức xức trong lòng | Anh biết người ta đâu tốt đâu có yêu em hơn anh | Nhưng em lại chọn yêu người ta thay vì anh | Thôi mà em đừng khóc mọi chuyện rồi sẽ qua thôi | Em ơi đừng lo vì đằng sau vẫn còn có anh...,
gr7gAopwV_8,"XA KHƠI, Ơi mênh mông sóng xô du thuyền ta xa bờ - Anh Thơ, Sáng tác: Nguyễn Tài Tuệ",Anh Thơ Official,348,55468,"xa khơi anh thơ, xa khơi, xa khoi, anh tho, anh thơ, anh thơ hát xa khơi, xa khoi anh tho, nắng toả chiều nay anh thơ, xa khơi nguyễn tài tuệ, anh thơ xa khơi, ơi mênh mông sóng xô du thuyền ta xa bờ, bài hát xa khơi, nhạc anh thơ, ca sĩ anh thơ",Không có lời bài hát (Sub),
DrX8FbkWhxE,Em Ơi Là Em - buitruonglinh ft. Kiều Chi (Visualizer MV),BMZ,195,55448,"BMZ, BMZ ENTERTAINMENT, bmz entertainment, em ơi là em, kiều chi, kieu chi, em oi la em, buitruonglinh, em oi la em mv, kiều chi buitruonglinh, bùi trường linh, từng ngày như mãi mãi, em ơi là em mv",Không có lời bài hát (Sub),
525h4WCAyMY,Trúc Nhân - Có Không Giữ Mất Đừng Tìm như lên đồng | V Fest Hà Nội,Trúc Nhân,337,55323,,Không có lời bài hát (Sub),
3lAkjAUBTK4,vaicaunoicokhiennguoithaydoi | GREY D ft. tlinh | Lyrics video,behan1507,224,55269,,Không có lời bài hát (Sub),
kTRs-7uU_w4,Đắp Mộ Cuộc Tình - Quang Lê | Bài hát Bolero độc lạ HOT nhất năm 2026,Quang Lê Official,292,55028,"đắp mộ cuộc tình, dap mo cuoc tinh, quang lê, quang le, bài hát bolero độc lạ hot nhất năm 2026, đắp mộ cuộc tình quang lê, quang lê đắp mộ cuộc tình, quang lê bolero, bolero, bolero 2026, quang lê mới nhất, quang lê mv, quang lê paris by night, paris by night, nhạc trữ tình, mv, mv bolero, official mv, quang lê official",Không có lời bài hát (Sub),
BTPYOn3-sLA,Hồ Ngọc Hà - Dream Lover (Lyrics Video),Ho Ngoc Ha's Official Channel,230,54970,"ho ngoc ha, hồ ngọc hà, ca si ho ngoc ha, ca sĩ hồ ngọc hà, mv ho ngoc ha, mv hồ ngọc hà, love songs, love songs ho ngoc ha, dream lover, dream lover hồ ngọc hà, dream lover ho ngoc ha, ho ngoc ha hoa hau viet nam, hồ ngọc hà hoa hậu việt nam, hồ ngọc hà hoa hậu trái đất, ho ngoc ha hoa hau trai dat",Không có lời bài hát (Sub),
edZj_UVZKfU,Chắc bích phương phải ký đơn ly dị quá cả nhà cho ý kiến với bích phương vợ xuân hòa gửi lời...,Tin nghệ sĩ,297,54850,,Không có lời bài hát (Sub),
n0scNTCxP7w,FBNC - Tư Vấn Giải Pháp Phù Hợp Khi Du Học,POPS,289,54672,"du hoc Uc, IDP, FBNC, giao duc, du hoc sinh, tai chinh, tu van du hoc, kinh nghiem du hoc, visa du hoc, chon truong cho nganh du hoc, scholarship",Không có lời bài hát (Sub),
UMvXfqY4pBE,"Vui Cùng Mùa Xuân ""M/V"" | HKT BAND 2019 | TiTi HKT OFFICIAL",TiTi Official,231,54532,"Titi, TiTi HKT, titi, titi hkt, hkt 2017, hkt 2018, titi hkt 2018, titi rời nhóm, titi rời hkt, titi quá liều, Quá Liều, MV QUÁ LIỀU, Quá Liều MV OFFICIAL, QUá Liều TITi, iTTi, TiTi",Không có lời bài hát (Sub),
QrPV_QW8ZHs,Rong Rêu - Lệ Quyên | Khúc Tình Xưa 6,Lệ Quyên,274,54475,"rong rêu, rong reu, lệ quyên, le quyen, khúc tình xưa 6, rong rêu lệ quyên, rong reu le quyen, tình ca xưa, tình ca phòng trà, nhạc hải ngoại, official lyrics video, lệ quyên official",Không có lời bài hát (Sub),
3Qh6FEp6LHY,"VĂN MAI HƯƠNG - ƯỚT LÒNG (prod. by J4RDIN, DUONGK) | Official Visualizer",VĂN MAI HƯƠNG OFFICIAL,282,54470,"van mai huong, văn mai hương, ướt lòng, hứa kim tuyền, thiên minh, ướt lòng lyrics, uot long lyrics, ướt lòng tiktok, ướt lòng lofi, ướt lòng remix, văn mai hương ướt lòng, van mai huong mv, music video, ướt lòng karaoke, music, trending, mv van mai huong, nhạc buồn, ballad, uot long, ướt lòng văn mai hương, văn mai hương mv, văn mai hương live, uot long mv, hứa kim tuyền văn mai hương, văn mai hương hứa kim tuyền, nhạc ballad, nhac ballad, hương, thien minh, ướt lòng mv",Không có lời bài hát (Sub),
T7dt7SStj0c,Vu dieu HKT - Nhom HKT[Official],NhomHKTSacViet,176,54463,"vu dieu hkt, nhom hkt, hkt band, sac viet, sacviet channel",Không có lời bài hát (Sub),
pcYtREMwmww,Tình Anh Vẫn Thế - Nhật Thành (Official MV),Zing MP3,319,54448,"Tình Anh Vẫn Thế - Nhật Thành, Tình Anh Vẫn Thế, Nhật Thành, tình anh vẫn thế, tinh anh van the, tinhanhvanthe, nhật thành, nhat thanh, nhatthanh, official, zingmp3, zing mp3",Không có lời bài hát (Sub),
ClK-_GkUscY,ĐÔNG NHI - MY SUNSHINE ft. HELLO YELLOW | OFFICIAL MUSIC VIDEO,ĐÔNG NHI,226,54366,"MY SUNSHINE, dong nhi, đông nhi, my sunshine đông nhi, my sunshine dong nhi, đông nhi my sunshine, my sunshine official, Dong Nhi Official",Không có lời bài hát (Sub),
b13BLh_pxTw,[Audio] 5. Giọt Lệ Chia Ly - Lam Trường,Lam Truong's Official Channel,270,54336,"Giọt Lệ Chia Ly, Lam Truong (Musical Artist), Mãi mãi, Forever",Không có lời bài hát (Sub),
nQo04zNYRo8,MỘT VÒNG VIỆT NAM - CHỊ ĐẸP THÚY HIỀN (Tiết Mục Solo) | CHỊ ĐẸP ĐẠP GIÓ 2024,YEAH1 MUSIC,174,54326,"yeah1, yeah1 music, chị đẹp đạp gió, chị đẹp đạp gió 2024, chi dep dap gio, cddg, show chị đẹp, chị đẹp, chị đẹp 2024, một vòng việt nam, chị đẹp thúy hiền, một vòng việt nam thúy hiền, tiết mục một vòng việt nam thúy hiền, thúy hiền một vòng việt nam, thuy hien, chi dep thuy hien, tiết mục chị đẹp thúy hiền, mot vong viet nam chi dep thuy hien, tiết mục solo chị đẹp thúy hiền, chị đẹp thúy hiên một vòng việt nam, một vòng việt nam karaoke, karaoke một vòng việt nam",Không có lời bài hát (Sub),
mzkVL16ZeB0,Ngô Quốc Linh - Gặp Lại Cố Nhân,Zing MP3,278,54226,"Ngô Quốc Linh - Gặp Lại Cố Nhân, Ngô Quốc Linh, Gặp Lại Cố Nhân, ngo quoc linh, gap lai co nhan, ngoquoclinh, gaplaiconhan, zing mp3, zingmp3, nhac tru tinh",Không có lời bài hát (Sub),
jyWl5aYceg0,HOA HỒNG DẠI | BINZ | OFFICIAL MUSIC VIDEO,POPS Musics,303,54207,,Không có lời bài hát (Sub),
ZzPe0Fo3mwk,Đơn Giản Anh Yêu Em - Nhất Vũ,Zing MP3,320,54113,"Đơn Giản Anh Yêu, Nhất Vũ, don gian anh yeu em, nhat vu, zing mp3, nhac tre, nhac tre 2015, nhat vu official",Không có lời bài hát (Sub),
YPKqJbUhfmU,Battle khen round 3 Phúc du vs Huddie,just_wizr,282,53920,,Không có lời bài hát (Sub),
VcGzOF6XShE,Tình đau - Lam Trường,Lam Truong's Official Channel,231,53754,"Lam, truong, Lam Truong (Musical Artist), Hip Hop Music (Musical Genre), Minh Chau, Tinh dau",Không có lời bài hát (Sub),
spjnzFZ9Szk,"GÃ SAY | Nhạc Blue Rock Buồn, Tâm Trạng, Trữ Tình Việt Nam",AnhSound Global,295,53752,"gã say, ga say, blue rock việt, nhạc blue rock buồn, nhạc buồn blue rock, blue rock tâm trạng, nhạc trữ tình blue rock, nhạc buồn acoustic, nhạc rock trữ tình, blue rock ballad, nhạc việt trữ tình, nhạc việt buồn, bài hát gã say, nhạc đàn ông buồn, bài hát về rượu, nhạc uống rượu buồn, nhạc cho tâm trạng buồn, nhạc buồn cho đêm khuya, blue rock việt nam",Không có lời bài hát (Sub),
YKIOx59bLXw,[Lyrics] NGÀY KHÔNG EM - CẨM LY & LAM TRƯỜNG | Sáng tác: Minh Vy,CẨM LY OFFICIAL,290,53612,"cẩm ly, Cam Ly, Minh Vy Cam Ly, Cẩm Ly 2019, Cẩm Ly xưa và nay, ca sĩ cẩm ly, cẩm ly dân ca, cẩm ly trữ tình, cẩm ly mới nhất, cam ly hay nhất, nhạc trẻ 8x 9x, nhac tre 8x 9x, nhạc hot, nhạc hit, nhac cam ly hay nhat, nhạc trữ tình, nhac tru tinh, nhac bolero, nhac dan ca, Ngày không em, Ngay ko em, Cẩm ly lam trường, Cẩm ly quốc đại, Tự tình quê hương, Tự tình quê hương 6, Liveshow cẩm ly, Cẩm ly 2024, Cẩm ly mới nhất, Liveshow tự tình quê hương",Không có lời bài hát (Sub),
eoN5SMMbC18,"Bùi Trường Linh khoe bồ 10 năm, Karik ghen tị vì ế",VGT TV - Sao Việt,163,53263,"vgttv, việt giải trí, showbiz việt, sao việt, sao drama, tin nóng showbiz, hoa hậu, Karik bất bình đăng đàn ám chỉ ai đó “vì tiếng vì tiền”, dân tình tranh nhau lùng sục danh tính, karik, karik diss, diss karik, karik phát ngôn, beff karik, karik và antin fan, anti karik, karik wowy, rap việt mùa 3, rap việt mùa 3 karik, karik rap việt, nhạc của karik, karik ham tiền, karik xưng bố mày",Không có lời bài hát (Sub),
ZkI4-n2oOZI,Yêu Đến Muôn Ngàn Kiếp | Trang Anh Thơ,POPS MUSIC,352,53259,"ca sy trang anh tho, ca sỹ trang anh thơ, mv yeu den muon ngan kiep, mv yêu đến muôn ngàn kiếp, pops music, trang anh tho, trang anh tho yeu den muon ngan kiep, trang anh thơ, trang anh thơ yêu đến muôn ngàn kiếp, yeu den muon ngan kiep, yeu den muon ngan kiep tran",Không có lời bài hát (Sub),
EeSxL4M1Zrs,Chẳng Bao Giờ Em Hối Tiếc - Tim (Audio),Zing MP3,257,53149,"Chẳng Bao Giờ Em Hối Tiếc - Tim, Chẳng Bao Giờ Em Hối Tiếc, chẳng bao giờ em hối tiếc tim, chẳng bao giờ em hối tiếc, chang bao gio em hoi tiec, tim, changbaogioemhoitiec, nhac moi, bang xep hang, zing mp3, zingmp3",Không có lời bài hát (Sub),
IRM27Wb4HA0,Chuyện Người Con Gái Áo Sen - Trường Vũ | Nhạc Vàng Xưa Bất Hủ (Official MV),Trường Vũ Danh Ca,287,53119,"Chuyện Người Con Gái Áo Sen, chuyện người con gái áo sen, trường vũ, truong vu, danh ca truong vu, nhac vang xua, nhạc vàng xưa, danh ca trường vũ, trường vũ bất hủ, nhạc xưa trường vũ",Không có lời bài hát (Sub),
BJ-LTYlDumg,[Rhyme Check] 777 Cầu May by Phúc Du,Hai Long Nguyen,255,53101,,Không có lời bài hát (Sub),
4WDwKzPN9U0,"Nhà Mình Có Nhau |Hứa Minh Đạt, Lâm Vỹ Dạ, Yuno Bigboi, Bé Xá Xị, Bé Bánh Mì |Sáng Tác: Bùi Công Nam",POPS MUSIC,209,53073,"nhà mình có nhau, nha minh co nhau, hứa minh đạt, lâm vỹ dạ, yuno bigboi, bé xá xị, bé bánh mì, hua minh dat, lam vy da, be xa xi, be banh mi, mv nhà mình có nhau, mv nha minh co nhau, pops, pops music",Không có lời bài hát (Sub),
eX2AglpIeTU,[MV] Mây - Lam Trường,Lam Truong's Official Channel,327,53007,"Lam, truong, Lam Truong (Musical Artist), may, dao trong thinh, ngay mai troi lai sang",Không có lời bài hát (Sub),
iwYjgCNi8i4,PBN 128 | Thanh Hà & Đình Bảo - Rồi Em Sẽ,Thuy Nga,330,52995,"pbn 128, paris by night 128, thanh hà, thanh hà live, dinh bao, Đình Bảo, rồi em sẽ, hanh trinh 35 nam phan 3, ho tien dat, nhac tru tinh 2019, nhạc trữ tình, nhac tru tinh, tru tinh, ca nhạc trữ tình, lk nhac tru tinh, nhac tru tinh hay, nhac bolero, nhạc bolero, nhac bolero 2019, bolero 2019, bolero tru tinh, bolero trữ tình, bolero hay nhat, lk bolero, bolero nhạc vàng, nhạc vàng bolero, nhạc xưa, nhạc hải ngoại, nhac hai ngoai, hải ngoại, hai ngoai, việt kiều",Không có lời bài hát (Sub),
a0YNvRaupyQ,Tru mua - Nhom HKT[Official],NhomHKTSacViet,301,52868,"tru mua, nhom hkt, hkt band, sac viet, sacviet channel",Không có lời bài hát (Sub),
Cjzn25lXuio,NHỚ MÙA THU HÀ NỘI | Trịnh Công Sơn | Hồng Nhung | Musique de Salon,Musique de Salon,272,52719,"musique de salon, đức trí, duc tri, music de salon, musique de salon đức trí, music de salon duc tri, liveshow đức trí, đức trí live, đức trí live concert, nhạc sĩ đức trí, đêm nhạc đức trí, musique, music, live, hát live, liveshow, live concert, âm nhạc, ca nhạc, đêm nhạc, mds, live orchestra, acoustic",Không có lời bài hát (Sub),
JL6FVXF0F2Y,Thu Đợi - Wren Evans x CaoTri | Official Lofi Lyrics,CaoTri Official ,288,52375,"gió đưa tình, gio dua tinh, gió đưa tình lofi, gio dua tinh lofi, gió đưa tình lyrics, gio dua tinh lyrics, caotri, caotri lofi",Không có lời bài hát (Sub),
5L0nFocl7xc,Mong Một Ngày Em Nhớ Đến Anh | Lưu Chấn Long,POPS MUSIC,254,52281,"ca sy luu chan long, ca sỹ lưu chấn long, luu chan long, luu chan long mong mot ngay em nho den anh, lưu chấn long, lưu chấn long mong một ngày em nhớ đến anh, mong mot ngay em nho den anh, mong mot ngay em nho den anh luu chan long, mong một ngày em nhớ đến anh",Không có lời bài hát (Sub),
m16w_kjviak,Vietnamese Rap with lyrics,VNC NEWS,258,52158,,Không có lời bài hát (Sub),
v5Wzn-TXOWc,NGÀY XƯA LÊN 5 LÊN 3 - RHYMASTIC ft BÙI CÔNG NAM | Hoa Xuân Ca,HOA XUÂN CA,205,51742,,Không có lời bài hát (Sub),
depzkPwRRXA,Trả Lại Em Nụ Cười - Thanh Hà | Sáng Tác Mới Của NS Trương Lê Sơn | Album Mới Mẻ Nào Cũng Ngọt Ngào,Thanh Ha's Closet,300,51658,"trả lại em nụ cười, tra lai em nu cuoi, thanh hà, thanh ha, trả lại em nụ cười thanh hà, tra lai em nu cuoi thanh ha, thanh hà trả lại em nụ cười, thanh ha tra lai em nu cuoi, trương lê sơn, truong le son, thanh hà live, thanh ha live, thanh hà trương minh sơn, mới mẻ nào cũng ngọt ngào, moi me nao cung ngot ngao, thanh hà mới mẻ nào cũng ngọt ngào, thanh ha moi me nao cung ngot ngao, mới mẻ nào cũng ngọt ngào thanh hà, moi me nao cung ngot ngao thanh ha",Không có lời bài hát (Sub),
XImcsF8DGts,CHIẾC XUỒNG - CẨM LY | Sáng tác: Tô Thanh Tùng | TỰ TÌNH QUÊ HƯƠNG 3 (2012),CẨM LY OFFICIAL,290,51647,"cẩm ly, Cam Ly, Minh Vy Cam Ly, CL, Cẩm Ly 2019, cam ly moi nhat, Camly, CẩmLy2020, Cẩm Ly xưa và nay, ca sĩ cẩm ly, cẩm ly dân ca, cẩm ly trữ tình, cẩm ly mới nhất, cam ly hay nhất, nhạc trẻ 8x 9x, nhac tre 8x 9x, nhạc hot, nhạc hit, nhac cam ly hay nhat, nhạc trữ tình, nhac tru tinh, nhac bolero, nhac dan ca, chiếc xuồng, chiec xuong cam ly, tu tinh que huong, tu tinh que huong cam ly, cam ly tu tinh que huong, tu tinh que huong 3, tu tinh que huong 6",Không có lời bài hát (Sub),
38oUz52sPus,Đu Quay Tình Yêu - Đông Nhi | Official Audio,ĐÔNG NHI,220,51638,"đu quay tình yêu, du quay tinh yeu, đông nhi, dong nhi official, du quay tinh yeu dong nhi, dong nhi du quay tinh yeu, đu quay tình yêu audio, du quay tinh yeu audio, Dông, Dong, Nhi, Audio, đu quay tình yêu đông nhi, đông nhi official, nhạc trẻ hay mới nhất, nhac tre hay moi nhat dong nhi, official audio dong nhi, hoa am anh sang the remix, hòa âm ánh sáng, the remix, ông cao thắng, ong cao thang",Không có lời bài hát (Sub),
