Video_ID,Title,Uploader,Duration_Sec,Views,Tags,Lyrics,Emotion_Label
AdW6jbOzMY8,Đêm Gọi Người Yêu - Song Ca Quang Lập Thu Hường | Thầm gọi tên anh lòng đau tê tái..,Quang Lập Official,267,8394512,"dem goi nguoi yeu quang lap thu huong, đêm gọi người yêu quang lập thu hường, đêm gọi người yêu, dem goi nguoi yeu, quang lap thu huong, song ca quang lap, song ca nhac vang, quang lập, thu hường",Không có lời bài hát (Sub),
aNLmz22WrOQ,SOOBIN HOÀNG SƠN | I KNOW YOU KNOW | Official MV,SOOBIN Official,298,8394448,"i know you know, i know u know, soobin hoàng sơn, soobin, soobin i know you know reaction, i know you know reaction, soobin i know you know cover, i know you know soobin reaction, i know you know soobin hoàng sơn, soobin hoang son i know you know, soobin hoàng sơn i know you know reaction, soobin hoàng sơn i know you know mv reaction, you know soobin, soobing hoang son i know you know reaction, i know you know mv, mv i know you know, i know you know 1 giờ, SpacespeakersGroup","Người như mây phiêu lãng...áng áng áng... | Giấu hết nỗi nhớ với những vết xước anh ngủ quên | Lạc vào trong mơ | Những nỗi buồn không biết tên | Vu vơ trong anh một ngày không còn em ở đây | Bàn tay ấy ở đâu .. ? | Giữa những cơn gió kéo về | Bên em anh là ai | Mà bình yên cho anh đến vậy? | Bên em anh nhận ra | Muộn phiền trôi qua sau nụ cười | Yêu thương vụt mất, thật quá nhanh | Khiến anh sững sờ... | Chỉ cần một phút ta dối lòng! | Anh đã biết em dối lừa | I know (x3) | Anh đã biết giữ em chẳng được mãi đâu mà | (You know) | Lời xin lỗi cũng không thể nào giúp cho ...hó o | Ngược thời gian, ngày còn em :(( | Để anh xóa hết những sai lầm | Chẳng biết, đến bao giờ? | Người đừng thờ ơ | Chẳng biết, đến khi nào? | Sẽ tìm lại được một người ở trong mơ | Oh oh | ( Con đường dài ) | Oh oh | ( Lặng bước mệt nhoài ) | Oh oh | Tìm về những nỗi nhớ mà em hững hờ | Bên em anh là ai? | Mà bình yên cho anh đến vậy? | Bên em anh nhận ra | Muộn phiền trôi qua sau nụ cười | Yêu thương vụt mất | Thật quá nhanh, khiến anh sững sờ... | Chỉ cần một phút ta dối lòng | Anh đã biết em dối lừa, | I know,nói chung là x3 cho đỡ dài dòng | I know, | I know | Anh đã biết giữ em chẳng được mãi đâu mà :(( | ( You Know ) | Lời xin lỗi cũng không thể nào giúp cho ( hó oh ) | Ngược thời gian | Ngày còn em, | Để anh xóa hết những sai lầm | Subtitles by : Hưng saker | Nắng sẽ tan, | Gió sẽ mang, | Cô đơn theo từng đêm về :( | Nơi em nhìn, | Xa mây ngàn | ( Luôn luôn sẽ có một người ở đây ) ♥ | Nắng sẽ tan, | Gió sẽ mang, | ( Cô đơn theo từng đêm về ) ☻ | ( Nơi em nhìn ) | ( Xa mây ngàn ) | ( Luôn luôn sẽ có một người ở đây ) ♥ | Drop tiếp nữa kìa quẩy đê =)))))) ♥ | MỌI NGƯỜI ỦNG HỘ ANH SOOBIN ĐỂ THÊM NHIỀU HIT MỚI NHAA ♥",
Bb5Qb7ziIig,obito - 'dạo này' (official music video),Obito Official,289,8372141,"tobiee official, tobiee, obito, tobiee music, dạo này, dao nay, mv dao nay, dao nay obito, obito dao nay, dạo này obito, obito dạo này, đánh đổi, hà nội, simple love, obito album, album obito, nhạc obito, obito mv","dạo này em thế nào | có hay thức khuya viết tâm tư mỗi đêm | có ướt đôi mi sợ mẹ thấy nên lau đi | anh muốn biết em ra sao | dạo này em thế nào | có hay vu vơ những giấc mơ khi nắng lên | có hay dọn nhà cùng điệu nhạc giáng sinh khi chiều tà | anh nhớ những thói quen | người vẫn lộng lẫy trước ánh sáng trong màn đêm | bản tình ca em cất lên nghe dịu êm | viết cho em và viết cho đôi ta | viết cho những câu chuyện khi xưa giờ đã qua | là bao nhiêu lầm lỡ… | người ơi anh vẫn nhớ | dáng môi em cười, hạnh phúc kia đang vơi | thế nên anh giờ chỉ được nói như này thôi, | dạo này em sao… | mờ sương nơi từng mơ anh tìm kiếm | gió đông lướt qua nhưng vẫn chưa quên ngày mất em | chỉ anh lui thui một mình trong muộn màng hơn | để ngôi nhà lại càng cô đơn | dạo này anh vẫn vậy | vẫn giấu đi những lo âu, những muộn phiền một mình anh | vẫn hay tự trách, vẫn chạy theo những mộng mơ của đời anh | rồi lại nhìn về khi đôi chúng ta không thành | người vẫn lộng lẫy trước ánh sáng trong màn đêm | bản tình ca em cất lên nghe dịu êm | viết cho em và viết cho đôi ta | viết cho những câu chuyện khi xưa giờ đã qua | là bao nhiêu lầm lỡ… | người ơi anh vẫn nhớ… | dáng môi em cười, hạnh phúc kia đang vơi | thế nên anh giờ chỉ được nói như này thôi, dạo này em sao… | thời gian trôi đi trên cung đường quen | bỏ lại bao khúc hát khi xưa anh ghi tặng em | viết cho em và cho đôi ta | viết cho những câu chuyện khi xưa giờ đã qua rồi mãi xa..",
t5tBVKXMh5k,Bình Yên Nơi Đâu | Sơn Tùng M-TP,V Fox,252,8371567,,Không có lời bài hát (Sub),
0dhSm2n7Gc8,Mất Tích,Ngọt,272,8353697,"Ngọt, Gieo, Mất Tích",Không có lời bài hát (Sub),
z4JxCx84QIM,Nhớ Người Tình Xa - Dương Hồng Loan [Official],POPS MUSIC,308,8351330,"Ca Khuc, Ca Khuc Nhac Tre Hay Nhat 2015, Lien Khuc Nhac Tre 2015, Nhac, Nhac Hay Nhat, Nhac Hot Nhat, Nhac Lang Man, Nhac Moi Nhat, Nhac Nghe Nhieu Nhat, Nhac Remix, Nhac That Tinh, Nhac Tinh Yeu, Nhac Tinh Yeu 2015, Nhac Tre, Nhac Tre Hot Nhat 2015, Nhac Tre Moi Nhat 2",Không có lời bài hát (Sub),
TWNiSb-cqRw,Winno - biet iu 1 nguoi (Official Lyric Video),Winno Official,180,8264137,"winno, bi1n, pop, love, biet iu 1 nguoi, Winno biet iu 1 nguoi, biet iu 1 nguoi Winno, biết yêu một người, biết iu một người",Không có lời bài hát (Sub),
yyhCLsO1wos,Orange x Phúc Du - 'Có Đau Thì Đau Một Mình' Official MV,Orange Singer Official,234,8238304,"orange, cam, orange live, orange mv, orange phuc du, orange có đau thì đau 1 mình, orange co dau thi dau 1 minh, orange ft phuc du, orange hoa hau thien an, có đau thì đau 1 mình mv, co dau thi dau 1 minh mv, orange có đau thì đau một mình, phúc du có đau thì đau một mình, orange co dau thi dau mot minh, orange phúc du, orange thiên ân, Music, Trending việt nam, trending, CDTDMM, cdtdmm orange, nhạc việt, phúc du, orange cover, ca sĩ orange, ca sĩ orange live, hoàng dũng","Ngày rồi lại đêm em cứ thao thức cho một cuộc tình | Mà người ta bỏ đi sau lưng giữa cuộc hành trình | Bật cười sao em luôn mong gặp chân ái | Mà chân ái chỉ là thước phim hài | Bao lời khuyên bỏ ngoài tai | Thôi thì em đã khờ dại cho rằng tình yêu là mãi mãi | Thôi thì khoé mắt lại cay khi bật lên khúc nhạc này | Cứ khóc cho thật hay | Chẳng có đâu em à | Một người lau nước mắt em ướt nhoà | Vì vốn thế gian vô tình | Vậy em có đau thì đau một mình | Ai ya ai yaaaaaa ai yaaaa | Sau cuộc tình (huh) | Ai mà chả đau một mình | Em muốn căn phòng ấy hoá thành biển cả | Cứ khóc, chờ nước mắt có người lau hộ mình | Một sự thật tỉnh người như gáo nước | Đâu ai, nợ một chỗ dựa cho vai em | Và cảm xúc không phải quần áo ướt | Thì mình, phơi ra ngoài kia cho ai xem | Em ơi cuộc sống giống đề thi đại học | Ai chả có cái khó riêng | Đáp án đó là của người ta còn | Mỏi cổ là của mình vì can tội ngó nghiêng | Như tay ta chẳng xoá được mây đen choàng phủ | Nhưng có thể cầm ô che mưa trời nhá nhem | Nếu đống buồn đau mãi không thể làm chủ | Sao mình không ôm lấy mà làm quen | Chẳng có đâu em à | Một người lau nước mắt em ướt nhoà | Vì vốn thế gian vô tình | Vậy em có đau thì đau một mình | Ai ya ai yaaaaaa ai yaaaa | Rồi đến một ngày em sẽ thấy mình thật may | Biết đau nghĩa là trái tim em còn rung động | Ấp ôm trong tay giây phút em một mình nhất | Rồi khóc cho thật hay | Chẳng có đâu em à | [Rap]: Cho thật hay | Chẳng có đâu em à | [Rap]: Khóc cho thật hay | Một người lau nước mắt em ướt nhoà | [Rap]: Cho thật hay | Một người lau nước mắt em ướt nhoà | [Rap]: Khóc cho thật hay | Vì vốn thế gian vô tình | [Rap]: Đau ở đâu | Vì vốn thế gian vô tình | [Rap]: Đau ở đây | Vậy em có đau thì đau một mình | [Rap]: Về sau cũng phai mờ | Vậy em có đau thì đau một mình | [Rap]: Như tro tàn bay | Ai ya ai yaaaaaa ai yaaaa | [Rap]: Trưởng thành là vậy chứ đâu có gì đâu | [Rap]: Như mầm cây vươn từ nơi vực sâu | [Rap]: Đừng sợ ánh nắng ấy là đớn và đau | Ai ya ai yaaaaaa ai yaaaa | [Rap]: Vì tắm trong nó em sẽ lớn càng mau | Ai ya ai yaaaaaa ai yaaaa | [Rap]: Trưởng thành là vậy chứ đâu có gì đâu | Ai ya ai yaaaaaa ai yaaaa | [Rap]: Như mầm cây vươn từ nơi vực sâu | Có Đau Thì Đau Một Mình | [Rap]: Đừng sợ ánh nắng ấy là đớn và đau | [Rap]: Vì tắm trong nó em sẽ lớn càng mau",
Ik0q1qPUddk,Ai Cũng Có Ngày Xưa - Phan Mạnh Quỳnh | AUDIO LYRIC HD,Phan Mạnh Quỳnh Official,262,8229083,"Ai cũng có ngày xưa phan mạnh quỳnh, ai cung co ngay xua, ai cũng có ngày xưa, ai cũng có ngày xưa lyric, ai cung co ngay xua lyric, phan manh quynh official, phan mạnh quỳnh official, ai cung co ngay xua phan manh quynh, ai cũng có ngày xưa audio lyric, ai cung co ngay xua audio lyric, ai cũng có ngày xưa phan mạnh quỳnh audio, ai cung co ngay xua phan manh quynh audio, xa kỉ niệm, nghĩ lại, phan mạnh quỳnh 2017, phan manh quynh, phan mạnh quỳnh, pmq, mv phan mạnh quỳnh",Không có lời bài hát (Sub),
-aIDdR5rbPw,Madihu - Có Khi (Feat. Low G) | Official MV,Madihu,300,8216104,"Madihu - Có Khi (Feat. Low G) | Official MV, Madihu - Có Khi, Có Khi ft. Low G, Madihu, Có Khi, Low G, Có Em, Có Khi Lyrics, Có Khi MV, Official MV Có Khi, Có Khi beat, Có Khi Lyric, Có Khi music video, Madihu ft. Low G, Madihu MV, MV Có Khi, MV madihu, Có Khi rap, Có Khi reaction, Có Khi cover, Có Khi instrumental, Có Khi saxophone, Madihu saxophone","Có khi anh vẫn còn ngẩn ngơ | Để thấy em như một giấc mơ | Có khi anh vẫn còn mộng mơ | Để thấy anh như 1 gã khờ | Kể từ khi, ngàn mộng mơ trong đôi mắt em | Hoàng hôn vương trên tóc em | Hồn nhiên ru anh với êm đềm | Để rồi khi, nhìn hàng mi nơi xa bơ vơ | Ngày bình yên trôi trong ngu ngơ | Bồng bềnh theo những giấc mơ còn chưa cũ vì | Khi mà anh, trôi hững hờ | Em, đến bao giờ là ngày ôm mây? | Anh, rơi bên thềm | Em, vẫn êm đềm là mùi hương phai, nhạt nhoà trong ai? | Có khi anh vẫn còn ngẩn ngơ | Để thấy em như một giấc mơ | Có khi anh vẫn còn mộng mơ | Để thấy anh như 1 gã khờ | Bởi vì em đâu còn là áng mây | Mùi hương phai phôi vào làn gió bay | Khi màn đêm đang dần buông bỏ rơi giọt sương cuối ngày | Bởi vì em đâu còn là áng mây | Mùi hương phai phôi vào làn gió bay | Khi màn đêm đang dần buông bỏ rơi giọt sương cuối ngày | Yeah, cam ở trên rừng thông | Xanh ở trong khoảng không | Anh ở trong mùa đông | Em ở trong khoảng trống | Màn đêm toàn sao | Anh cầm phao | Trôi trong đoạn phim | Đoạn phim trong não | Anh không thể nào tự cai | Tự cai bấm nút rewind | Đôi mắt to cứ nhìn anh | Xong anh lại cứ nhìn mãi | Nhìn em ở trên rừng thông | Nhìn em xuyên qua khoảng không | Chùm áo phao mùa đông | Mắt em thành sự sống | Yêu vào mây mù cũng thành sao | Hai giọt ba giọt như thằng down | I got all the dreams cause of you | Mặc nai ki cùng ai đi vào hư vô mà như khô cả con ngươi rồi xong xuôi lại vui | Kể cả khi phải băng qua hai quả núi | Có khi anh vẫn còn ngẩn ngơ | Để thấy em như một giấc mơ | Có khi anh vẫn còn mộng mơ | Để thấy anh như 1 gã khờ | Có khi anh vẫn còn ngẩn ngơ | Để thấy em tan vào giấc mơ",
-i20u77xp1E,Trúc Nhân x Hứa Kim Tuyền | Chạm Gần Thêm Thương | Official MV,Trúc Nhân,310,8188473,"chạm gần thêm thương, cham gan them thuong, trúc nhân, truc nhan, trúc nhân chạm gần thêm thương, truc nhan cham gan them thuong, chạm gần thêm thương trúc nhân, cham gan them thuong truc nhan, ca sỹ trúc nhân, ca sy truc nhan, mv chạm gần thêm thương, mv cham gan them thuong, kênh trúc nhân, kenh truc nhan","Chạm tay chạm tay vuốt làn tóc mai | Thấy thời gian in dấu trên bờ vai | Chạm tay chạm tay xoa dịu tấm lưng | Thấy gần thêm thương mến nhau một đời. | Tại sao ta sinh ra trong tình yêu rất đủ đầy | Mà lại hay bỏ quên những lời yêu dấu đấy | Phải chăng ta quên đi cách bày tỏ cái tâm hồn | Ngày dần qua ta lại càng cách xa | Tại sao lớn thấy khó để mà hiểu thấu mọi người | Mà thời gian chẳng có để mà gần nhau thêm | Nhiều khi rất muốn nói nói lời yêu với gia đình | Chạm vào nhau, ta hòa cùng với nhau. | Ooh | Có lẽ phải học cách nói yêu thương từ đầu | Ooh | Bắt đầu ngay từ những chạm nhẹ giản đơn | Chạm tay chạm tay vuốt làn tóc mai | Thấy thời gian in dấu trên bờ vai | Chạm tay chạm tay xoa dịu tấm lưng | Thấy gần thêm thương mến nhau một đời. | Học ăn học nói học gói mang về | Học yêu học thương nhân thế | Chạm tay chạm tay đeo nhẹ cái dây | Thay lời yêu thương gửi cho ""cuộc đời"". | Nhìn sang trái để thấy thấy thời gian nó hữu hạn | Chẳng còn biết bao lâu để nói lời yêu dấu đấy | Nhìn sang phải để thấy ta đã trôi mất quá nhiều | Nhiều thời gian để bày tỏ chữ ""yêu"". | Ooh | Có lẽ phải học cách nói yêu thương lại từ đầu | Ooh | Bắt đầu ngay từ những chạm nhẹ giản đơn | Chạm tay chạm tay vuốt làn tóc mai | Thấy thời gian in dấu trên bờ vai | Chạm tay chạm tay xoa dịu tấm lưng | Thấy gần thêm thương mến nhau một đời. | Học ăn học nói học gói mang về | Học yêu học thương nhân thế | Chạm tay chạm tay đeo nhẹ cái dây | Thay lời yêu thương gửi cho ""cuộc đời"".",
CjC8KdBB_vQ,Xa Kỷ Niệm - Phan Mạnh Quỳnh | AUDIO LYRIC HD,Phan Mạnh Quỳnh Official,251,8186591,"xa ky niem phan manh quynh, xa kỷ niệm phan mạnh quỳnh, xa kỷ niệm, phan mạnh quỳnh, phan manh quynh, xa ky niem lyric, xa kỷ niệm lyric, phan mạnh quỳnh official, xa ky niem, phan manh quynh xa ky niem, vợ người ta phan mạnh quỳnh, vo nguoi ta phan manh quynh, xa kỷ niệm audio lyric, xa ky niem audio lyric, phan mạnh quỳnh 2017, mv official, official audio lyric, AUDIO LYRIC HD",Không có lời bài hát (Sub),
JG6ejXG_zvs,ĐÔNG NHI - LOVE ME TOO | OFFICIAL MUSIC VIDEO,ĐÔNG NHI,186,8182354,"Love Me Too, dong nhi, đông nhi, love me too mv, Dong Nhi Official, love me too official, dong nhi love me too, đông nhi love me too, love me too dong nhi, love me too mv 4k, Love Me Too Đông Nhi, MV Đông Nhi, Đông Nhi Single, Dong Nhi Music, love me to music, Đông, nhi, mv, love me too audio lyric, audio lyric, dong, ông cao thắng, ong cao thang, bad boy, nhạc trẻ, đông nhi official, nhac tre hay moi nhat dong nhi, nhạc trẻ hay mới nhất đông nhi, mv love me too",love me to | love me too | Anh | không hiểu em ạ | Giữ lấy môi hôn giữ nhau thật sâu | Hạnh phúc dễ đâu kiếm tìm | Là ánh mắt thấu hiểu | Là ấm áp mỗi chiều | Babe Don't walk away | Boy You make me sway | Rồi con tim rối bời | Rồi em khẽ nói lời | Babe Don't walk away | Get me now | And I Know you (love me too) | Trao anh con tim chẳng hối tiếc | And I Know you (love me too) | Mình sánh đôi từ phút giây này thôi | And I know you love me | Trao anh con tim chẳng hối tiếc | And I Know you (love me too) | Mình sánh đôi từ phút giây này thôi | And I know you love me | love me love me love | Cớ chi ngại ngần cớ chi thờ ơ | Ngày tháng mãi trôi đến bao giờ | Đến đây thật gần sẽ thấy đời vui | Đừng hoang phí phút giây này,
REMRhHe1ScM,Ex’s Hate Me - Bray x Masew ft Amee | MV Lyrics,MUSO • Cảm xúc âm nhạc,231,8174184,"muso, cảm xúc âm nhạc, honganent, musocxan, hồng ân entertainment, yt:quality=high, Ex’s Hate Me, Bray, Masew, Amee, Ex’s Hate Me - Bray x Masew ft Amee, Ex’s Hate Me - Bray, Ex's Hate Me - B Ray x Masew, ex's hate me bray, bray, bray rap, masew, bray ft amee, amee ex's hate me, b ray, b ray ex's hate me, ex's hate me - amee",Không có lời bài hát (Sub),
