Video_ID,Raw_Title,Clean_Title,Uploader,Lyric
zLSnAJDxI0w,Mỹ Tâm - Tình Yêu Chưa Nói (HOW CAN I SAY LOVE YOU) (Audio),Tình Yêu Chưa Nói,My Tam,"1 Contributor
Tình Yêu Chưa Nói Lyrics
Muốn nói yêu anh thật nhiều
Muốn nói thương anh thật nhiều mà lại thôi
Cứ ngóng trông anh từng giờ
Đã biết yêu anh tràn bờ mà vờ làm ngơ
Ngoài kia là những tiếng gió réo rắt
Lòng em là những nỗi nhớ
Chất ngất khi người vắng xa
Tình yêu đã cho em ngại ngùng
Tình yêu thức con tim
Lạnh lùng bao tháng năm qua
Người yêu ơi!
Anh giờ nơi đẩu
Người biết không xa anh em buồn ngơ ngác
Từng góc phố cứ thấy thấp thoáng bóng anh
Theo em trên bước dài
Người yêu ơi!
Anh giờ nơi đẩu
Về với em khi cơn mưa chiều đang tới
Và em sẽ hát hết khúc tình ca
Viết cho anh mà thôi
Khi mới biết tên nhau lần đầu
Ta vẫn bước đi không lao xao mà ngờ đâu
Nghe tiếng nói yêu thương ngọt ngào
Em đã biết yêu anh ra sao mà in dấu

Giờ đây mình đã hết những bối rối
Còn chăng là những nỗi nhớ tiếc nuối
Khi người vắng xa
Tình yêu đã cho em đợi chờ
Tình yêu đó nay vẫn lập lờ như giấc mơ"
flWw97InPi8,Bông Cỏ May - Trường Vũ (ASIA 31),Bông Cỏ May,Asia Entertainment Official,"1 Contributor
Bông Cỏ May Lyrics
Những ngày chưa nhập ngũ
Anh hay dắt em về vùng ngoại ô có cỏ bông may
Ở đây êm vắng thưa người, còn ta với trời
Thời gian vào đêm, rừng sao là nến
Khói sương giăng lối cỏ quen
Tóc mây thơm mùi cỏ đưa anh thoát xa dần
Vùng trần gian với những ưu tư
Cỏ may đan gấu chân tròn đường tim bước mòn
Sợ khi người đi để thương, để nhớ
Tiếng yêu đương ai nỡ chối từ
Đường hành quân, nắng cháy da người
Tuổi vui thiếu vui, vẫn thương mình thương đời
Nhiều khi trong giấc mộng mồ hôi kêu tên em
Kêu chỉ một tên
Những ngày anh đi khỏi
Xin em chớ đi lại vùng tình yêu, lắm bẫy nhân gian
Để đêm khói thuốc tay vàng, tìm nhau thấy gần
Ngủ trên cỏ may, thường khi vào tối
Nhớ hương may, nhớ cả người"
YI_b3NgCr3Q,Ngày Mai Em Đi,Ngày Mai Em Đi,Lê Hiếu,"1 Contributor
Ngày Mai Em Đi Mất Lyrics
Nếu như em không anh
Em sẽ thế nào
Còn nếu như anh không em
Anh sẽ điên mất
Mọi thứ xung quanh em thôi
Chỉ biết có mỗi em thôi
Em hiểu không
Ngồi giữa góc tối tăm kia với anh là niềm vui
Mùi khói thuốc lá vương mang
Bầu trời buồn lắm
Đã đánh mất hết tương lai của mình
Chẳng dám nói tiếng yêu ai nữa rồi
Trời ơi
Sợ ngày mai em đi mất
Chỉ còn thân xác xơ anh
Giật mình trong cơn ngủ say anh sẽ
Thức giấc tay ôm nhầm gối
Một màu mưa thay cho nắng
Một màu sương trắng thay em
Em không hiểu thấu
Em như nắng mai trong đời
Em nói anh là giai điệu mà em yêu
Vậy giai điệu của anh
Em nhớ được bao nhiêu
Một căn phòng trống không có tiếng cười
Chỉ còn tiếng nhạc vang
Mồi điếu thuốc, rót ly rượu
Gặm nhấm lúc tình tan
Ngồi giữa góc tối tăm kia với anh là niềm vui
Mùi khói thuốc lá vương mang
Bầu trời buồn lắm
Đã đánh mất hết tương lai của mình
Chẳng dám nói tiếng yêu ai nữa rồi
Trời ơi
Sợ ngày mai em đi mất
Chỉ còn thân xác xơ anh
Giật mình trong cơn ngủ say anh sẽ
Thức giấc tay ôm nhầm gối
Một màu mưa thay cho nắng
Một màu sương trắng thay em
Em không hiểu thấu
Em như nắng mai trong đời
Nắm đôi tay anh đi
Anh kêu hoài sao em không nghe thấy
Anh nhớ thơm mùi tóc em
Từng đêm
Đừng nhìn anh như thế
Tội nghiệp anh lắm hay sao
Nhìn vào trong đôi mắt em
Anh thấy lấp lánh những điều mới mẻ
Bầu trời hôm nay sao thế
Trời buồn nên cứ rơi mưa
Mưa rơi nhiều quá
Hôm nay có mưa trong lòng
Mưa rơi nhiều quá
Hôm nay có mưa trong lòng"
QtP9V_G24QM,Lời Yêu Đó | HKT | Official MV,Lời Yêu Đó,POPS MUSIC,"1 Contributor
Lời Yêu Ngày Đó Lyrics
Ngày nào đời thêm hương sắc
Ngày nào mùa hoa trên tóc
Vẽ nụ cười của em
Ngọt ngào vòng tay
Tình yêu cho hồn ai ngất ngây
Nụ hồng còn vương trên má
Tình đầu là tình đẹp nhất
Ngày nào chàng trai ngốc thế
Ngày nào giận nhau em khóc
Nhiều đêm bên cạnh nhau không một câu
Từ nơi ngực trái bỗng có cảm giác thật lạ
Là mộng mơ lúc xưa như vừa mới ghé qua
Giờ em đã yêu ai rồi
Mà giờ em đã thương ai nhiều
Từng câu ca ngày xưa đầy vơi
Lời yêu ngày đó dẫu có những phút giận hờn
Mà ta đâu thấy đâu như giờ đây mất nhau
Giờ em đã yêu ai rồi
Mà giờ em đã thương ai nhiều
Nhìn cơn đau còn đang dỡ dang
Trong những cơn mơ tình yêu có môi hôn vừa trao
Có cả những nỗi đau theo đằng sau
Anh giá như anh nhận ra rằng
Bấy lâu nay càng xa
Tình yêu em càng thêm lớn hơn
Dõi theo chuyến xe rời bến ra đi
Ngồi khóc sau phút chia ly
Tình đầu đâu dễ phai trong lòng
Nếu như vắng anh chẳng khiến em đau lòng
Những năm tháng xa nhau
Thì đành thôi để em yên vui

Từ nơi ngực trái bỗng có cảm giác thật lạ
Là mộng mơ lúc xưa như vừa mới ghé qua
Giờ em đã yêu ai rồi
Mà giờ em đã thương ai nhiều
Từng câu ca ngày xưa đầy vơi
Lời yêu ngày đó dẫu có những phút giận hờn
Mà ta đâu thấy đâu như giờ đây mất nhau
Giờ em đã yêu ai rồi
Mà giờ em đã thương ai nhiều
Nhìn cơn đau còn đang dỡ dang
Lời yêu ngày đó dẫu có những phút giận hờn
Mà ta đâu thấy đâu như giờ đây mất nhau
Giờ em đã yêu ai rồi
Mà giờ em đã thương ai nhiều
Nhìn cơn đau còn đang dỡ dang
Em có thương"
HScTQOhUKDA,HỐI DUYÊN  - MASEW x KHOI VU,HỐI DUYÊN,Masew,"2 Contributors
Hối Duyên Lyrics
Trăng đã tỏ, lời yêu đã ngỏ
Cớ sao lòng bâng khuâng
Sau tấm khăn đỏ
Liệu có chăng là ân hận?
Đứng phía xa, có ai đang nhìn
Nhìn theo bóng tôi đi
Dẫu xót xa, cắn đôi môi nhịn
Giọt lệ giấu trong mi
Em ơi xin đừng níu anh làm gì
Đôi chân đã mỏi rồi
Yêu thương nơi đầu môi nhưng tiếc là cũng chỉ vậy mà thôi
Em ơi xin đừng bám theo anh
Đừng biến anh thành con mồi
Đôi khi thương nhớ trăm năm không bằng 1 phút ân cần
1 2 3 4 5 canh
Liệu anh có nhớ em không?
Tình yêu vốn dĩ mong manh
Tựa như cơn gió phảng phất trên môi lạnh
Anh đến nay đã học được nhiều điều và
Thôi nhớ em mỗi khi trời chiều tà
Anh muốn em hiểu lấy một điều là
Tình yêu đến rồi cũng sẽ đi
Giờ này ngồi một mình mới ngỡ ra
Cuộc đời nào chỉ mình ta với ta
Người là người nào lại đi với ma

Nào dối em đâu
Nào lừa em đâu
Nào đành cho em chịu nhiều thương đau
Nào hứa đôi ba lời cuội nhăng đâu
Nào đành à í a í a
Âm dương nay đã cách đoạn, xin người để tôi đi
Yêu thương nay cũng đã cạn, xua giọt lệ trên mi
Âm dương nay đã cách đoạn, xin người để tôi đi
Yêu thương nay cũng đã cạn, xin đừng níu thêm chi
Ối a-a-a-a-a-a-a-a
Ối a ối a bước tiếp đi hối duyên làm gì
Ối a ối a để phận mình càng thêm bi
Ối a ối a bước tiếp đi hối duyên làm gì
Ối a ối a để phận mình càng thêm bi"
YLjFHLPhvvg,Nhóm HKT-M - ALIBABA  | Official Music Video,,RANG DONG Shows,"19 người đóng góp
Bản dịch
tiếng Nhật
RADWIMPS - Nandemonaiya (Phiên bản phim) (La Mã) Lời bài hát
Futari no aida toorisugita kaze wa
Doko kara sabishisa wo hakondekita no
Naitari shita sono ato no sora wa
Yake ni sukitootteitari shitanda
Itsumo wa togatte tachichi no kotoba ga
Kyou wa atatakaku kanjimashita
Yasashisa mo egao mo yume no katarikata mo
Shiranakute zenbu kimi wo maneta yo
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou ka
Bokura taimufuraiyaa toki wo kakeagaru kuraima
Toki no kakurenbo hagurekko wa mou iya nanda
Ureshikute naku nowa kanashikute warau bây giờ
Kimi no kokoro ga kimi wo oikoshitanda yo
Hoshi ni made negatte te ni ireta omocha mo
Heya no sumikko ni ima korogatteru
Kanaetai yume mo kyou de hyakko dekita yo
Tatta hitotsu to itsuka koukanko shiyou
Itsumo wa shaberanai ano ko ni kyou wa
Houkago ""mata ashita"" to koe wo kaketa
Narenai koto mo tama ni nara ii ne
Toku ni anata ga tonari ni itara

Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou yo
Bokura taimufuraiyaa kimi wo shitteitanda
Boku ga boku no namae wo oboeru yori zutto mae ni
Kimi no inai sekai ni mo
Nanika no imi wa kitto atte
Demo kimi no inai sekai nado
natsuyasumi no nai hachigatsu không bạn
Kimi no inai sekai nado
Warau koto nai santa no you
Kimi no inai sekai nado
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou iya nanda
Nandemo nai ya yappari nandemo nai ya
Ima kara iku yo
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou ii yo
Kimi wa hade na kuraiyaa sono namida tometemitai na
Dakedo kimi wa kobanda
Koboreru mama no namida wo mite wakatta
Ureshikute naku no wa kanashikute warau nowa
Boku no kokoro ga boku wo oikoshitanda yo"
4FMKF6dDEBo,1TINHYEU - Robber rủ YoungPuppy kể câu chuyện tình yêu cực cuốn | Rap Việt 2024 [Performance],Robber,Vie Channel - MUSIC,"298 người đóng góp
Bản dịch
Türkçe
Русский (tiếng Nga)
người Bồ Đào Nha
Tiếng Ba Lan
Hà Lan
Svenska
tiếng Tây Ban Nha
tiếng Đức
tiếng Ý
Latvian
Ελληνικά
Українська
người Pháp
Lời bài hát Cướp bóc
“Robbery” là một bài hát “buông tay” buồn bã, được kể thông qua các chủ đề thường gặp của Juice WRLD về tình yêu và sự đau khổ. Juice thể hiện cảm xúc của mình khi bị “cướp đi” khả năng yêu sau… 
Đọc thêm
 
Anh bạn, cái gì cơ?
Chuyện này thật buồn cười, một giây thôi
Ôi, Hennessy này khỏe quá anh ơi
Cô ấy bảo tôi hãy bỏ trái tim vào trong túi (Trong túi)
Và không ai bị tổn thương (Đừng làm tổn thương anh, em yêu)
Bây giờ tôi đang chạy trốn khỏi tình yêu của cô ấy, tôi không nhanh (Nhanh)
Thế nên tôi đang làm nó tệ hơn (Tôi đang làm nó tệ hơn)
Bây giờ tôi đang đào mộ cho quá khứ của mình
Tôi là một con người hoàn toàn khác (Tôi là một con người hoàn toàn khác)
Đó là một món quà và một lời nguyền (Đó là một món quà và một lời nguyền)
Nhưng tôi không thể đảo ngược nó
Tôi không thể đảo ngược nó
Đó là một món quà và một lời nguyền
Và bây giờ tôi đang uống quá nhiều nên tôi sẽ nói chuyện tục tĩu
Lần cuối cùng anh gặp em, nó đã kết thúc trong mờ mịt
Tôi tỉnh dậy trong xe tang
Bạn nói bạn yêu tôi đầu tiên (Đầu tiên)
Một điều bố tôi đã nói với tôi là
“Đừng bao giờ để người phụ nữ của bạn biết khi bạn cảm thấy bất an”
Thế nên tôi khoác Gucci lên bộ lông
Và tôi đặt cổ tay mình lên tảng băng trôi
Một điều trái tim tôi mách bảo là
“Hãy linh hoạt mỗi khi bạn cảm thấy bất an”
Tôi không thể nhìn thấu nó, tôi đang chạy trốn khỏi bạn
Tình yêu của bạn có thật không? (Thật sao? Thật sao?)
Tình yêu của bạn có thực sự đúng không?

Cô ấy bảo tôi hãy bỏ trái tim vào trong túi (Trong túi)
Và không ai bị tổn thương (Đừng làm tổn thương anh, em yêu)
Bây giờ tôi đang chạy trốn khỏi tình yêu của cô ấy, tôi không nhanh (Nhanh)
Thế nên tôi đang làm nó tệ hơn (Tệ hơn)
Bây giờ tôi đang đào mộ cho quá khứ của mình (Quá khứ)
Tôi là một con người hoàn toàn khác (Người)
Đó là một món quà và một lời nguyền (Lời nguyền)
Nhưng tôi không thể đảo ngược nó
Bạn đã cho tôi một cuộc chạy trốn
Tôi thực sự ghét việc chạy trốn
Bạn thực sự làm tôi hoang tưởng
Tôi luôn giữ một khẩu súng bên mình
Bạn luôn cho tôi những con bướm
Khi bạn đến xung quanh
Khi bạn đến xung quanh
Khi bạn đến xung quanh
Em cho anh biết tình yêu không phải là câu trả lời
Không phải câu trả lời, không phải câu trả lời
Tôi thích chơi ma túy nên hãy chú ý tới cách cư xử của mình
Tôi cảm thấy hưng phấn khi bạn không quyết định trả lời
Gọi điện về nhà, tôi cần gọi điện về nhà
Tôi đang ném đá vào cửa sổ của bạn, tôi cần phải về nhà
Tôi không muốn rời đi
Tôi chỉ muốn ở bên bạn
Bạn, bạn, bạn

Cô ấy bảo tôi hãy bỏ trái tim vào trong túi (Trong túi)
Và không ai bị tổn thương (Đừng làm tổn thương anh, em yêu)
Bây giờ tôi đang chạy trốn khỏi tình yêu của cô ấy, tôi không nhanh (Nhanh)
Thế nên tôi đang làm nó tệ hơn (Tôi đang làm nó tệ hơn)
Bây giờ tôi đang đào mộ cho quá khứ của mình
Tôi là một con người hoàn toàn khác (Tôi là một con người hoàn toàn khác)
Đó là một món quà và một lời nguyền (Đó là một món quà và một lời nguyền)
Nhưng tôi không thể đảo ngược nó"
CRVmkMRCGfY,BỞI VÌ LÀ KHI YÊU - LyLy (Official Music Video),BỞI VÌ LÀ KHI YÊU,LyLy Official ,"4 Contributors
Bởi Vì Là Khi Yêu Lyrics
Nói cho em đi
Liệu yêu một người bằng hết con tim
Là đúng hay đang sai
Mà sao anh ơi em cứ buồn hoài như thế
Nước mắt rơi nhiều như thế
Và nói cho em nghe
Anh có yêu em như những lời ngọt ngào anh thường vẫn nói
Mà đôi khi
Tim em tan ra làm trăm lần
Em cô đơn dù đang gần
Gần người mặc em yêu
(Trong tình yêu ai yêu nhiều hơn có phải là sai lầm
Trong tình yêu ai yêu nhiều hơn chắc chắn là sai lầm)
Bởi vì là khi yêu
Em yêu anh yêu hơn chính bản thân em
Nên đôi khi em quên mất em cũng biết buồn
Quên mất em cũng biết đau
Cứ thế khiến vết thương nơi con tim em càng thêm sâu
Bởi vì là khi yêu
Em đâu quan tâm sẽ nhận lại bao nhiêu
Nên đôi khi vô tâm với cảm xúc chính mình
Trao hết bao nhiêu chân tình
Để rồi nhận lấy những nước mắt khi yêu
Em khóc

Lại một lời nói dối ngập ngừng trên môi rằng sẽ qua nhanh thôi
Dẫu cho nỗi buồn hoài chồng lên nhau mặt thời gian đang trôi
Người cố gắng đi tìm phút giây bình yên
Người thì cứ vất bao cảm xúc ra ngoài hiên
Có phải chỉ một mình em cần tình yêu này
Khi mà anh như đã sắp đi khỏi nơi đây
Sao anh không nói với em một câu
Sao em vẫn cứ yêu anh đậm sâu
Bởi vì là khi yêu
Em yêu anh yêu hơn chính bản thân em
Nên đôi khi em quên mất em cũng biết buồn
Quên mất em cũng biết đau
Cứ thế khiến vết thương nơi con tim em càng thêm sâu
Bởi vì là khi yêu
Em đâu quan tâm sẽ nhận lại bao nhiêu
Nên đôi khi vô tâm với cảm xúc chính mình
Trao hết bao nhiêu chân tình
Để rồi nhận lấy những nước mắt khi yêu
Em khóc"
ZI1NeGcWpjs,BỖNG DƯNG MUỐN KHÓC OST - Minh Thư (10 YEARS),Bỗng Dưng Muốn Khóc,T1 Hassan,"2 Contributors
Giã Từ Dĩ Vàng & Bỗng Dưng Muốn Khóc (Ký Ức Part 1) Lyrics
Cô đơn, cô đơn nỗi đau, cõi đời lạc lõng như vô tình
Sao quên đi những tháng năm êm đềm hạnh phúc trong tầm tay
Tha phương xa trông cố hương, tiếng còi tàu xé tan cõi lòng
Xót xa khi mảnh đời về đâu đêm tối
Mong manh, mong manh khói sương, vẫn là ngọn gió hay vô tình
Mơ xa xôi trong giấc mơ, bóng người chợt đến ta nào hay
Đôi khi nghe bao xót xa, tiếc thời xuân đã trôi quá mau
Hãy quên đi ngày xưa chợt bừng tỉnh giữa cơn mơ
Giã từ dĩ vãng quay lưng còn vương chi kiếp tội tình
Giã từ dĩ vãng mây trôi đã xa rời xa quê nhà
Giã từ quên đi cay đắng, quên đi giọt nước mắt rơi
Giã từ, giã từ dẫu là chẳng còn chi nữa
Giã từ dĩ vãng qua đi mùa xuân nắng ấm tình nồng
Giã từ dĩ vãng xa xôi lỡ gieo sầu vương mắt ai
Giã từ cho ta mong nhớ yêu thương người mãi mãi thôi
Giã từ, giã từ dĩ vãng xưa qua trong mơ
Đến chiếc lá cũng cần có nhau
Sao em không giữ nỗi yêu thương?
Lạc về đâu giữa cơn dông chiều về?
Lá cứ trôi buồn miên man

Bỗng muốn khóc cho lòng nhẹ nỗi đau (Khóc cho vơi sầu)
Sao em không cứ khóc cho vơi đi?
Vẫn biết thế nhưng lòng chợt đau thắt
Chuyện vui em hãy giữ cho nỗi buồn đừng qua đây (Cho nỗi đau tan biến theo cơn mưa đầu)
Khi đêm còn lại trong ký ức
Em giữ một thời ta êm ấm
Có nước mắt đẫm lăn vệt dài trên mi
Qua đi thật rồi cơn mơ ấy
Miên man chuyện buồn riêng em thôi
Bỗng có nước mắt rơi thật nhiều hôm nay
Đến chiếc lá cũng cần có nhau
Sao em không giữ nỗi yêu thương?
Vẫn biết thế nhưng lòng chợt đau thắt
Chuyện vui em hãy giữ cho nỗi buồn đừng qua đây"
q4Y9OZp9TlU,HOÀNG DŨNG - MỘT NGÀY NÀO ĐÓ (feat. ĐEN & BẠN NHẠC.) | OFFICIAL MUSIC VIDEO,Một Ngày Nào Đó,Hoàng Dũng,"1 Contributor
MỘT NGÀY NÀO ĐÓ Lyrics
Một ngày nào đó rồi mình lại đi với nhau
Những trưa mây bay ngang đầu
Là ngày chẳng còn thời gian để tiêu pha nữa
Chẳng tiếc những thứ hai ta chưa
Một ngày nào đó khi cơn mơ ngã ngũ rồi
Sướng vui đi không khứ hồi
Là ngày anh mang hình dung mà anh yêu dấu
Về đúng nơi anh mong như ngày đầu
Anh như đang cô đơn trên con tàu
Đếm những thứ vốn trôi qua rất mau
Lòng mình còn thổn thức cuối chương một
Vẫn đang chờ ngày mai
Nhớ những lúc lái xe trong mưa chiều
Nhớ ký ức năm xưa ta luôn yêu
Cùng một ngàn lời hứa vẫn đang nợ
Chắc nên hẹn ngày mai
Ta chưa thể dừng lại
Đời cứ cuốn ta hoài
Ngày ngày một nhanh hơn
Anh chưa đến không phải vì anh đã quên
Chờ thêm chút thôi

Một ngày nào đó rồi mình lại đi với nhau
Những trưa mây bay ngang đầu
Là ngày chẳng còn thời gian để tiêu pha nữa
Chẳng tiếc những thứ hai ta chưa
Một ngày nào đó khi cơn mơ ngã ngũ rồi
Sướng vui đi không khứ hồi
Là ngày anh mang hình dung mà anh yêu dấu
Về đúng nơi anh mong như ngày đầu
Anh chưa từng quên giấc mơ trước khi chúng ta đã bị thấm đòn đời (Đòn đời)
Kéo ga thật sâu đến nơi thật xa có khi chỉ để ngắm vòm trời (Vòm trời)
Rất nhiều thời gian rất nhiều niềm vui hát ca chẳng cần lắm đồng lời
Ánh đèn đường xa lướt qua thật mau chỉ còn lại những chấm tròn rồi
Những ngày đó thật là hoang dại thật là cuồng điên (Và cũng đói thường xuyên)
Anh luôn đi tìm ngày bình yên
Kobukovu không vui không buồn
Ta không quên những khi đã từng
Gặp người lành, người khó, người đau
Lao phăng qua nắng mưa bão bùng
Để biết rằng sau cùng chỉ muốn cười sâu
Chúng ta đều được cấu thành bởi thật nhiều các nguyên tố
Và hiện tại là kết quả của hằng hà sa số những nguyên nhân
Thế nên mỗi quyết định, mỗi bước chân, đều tạo ra vô vàn những biến số
Đã phải học đủ thứ ở trong đời, giờ phải học cả cách để yên tâm
Nếu có một ngày nào mà thâm tâm mình có thể được tự do bay lượn
Là ngày ta trả lại thế giới này tất cả những điều còn đang vay mượn
Và hoàn thiện dáng dấp của khu vườn trong tâm trí mà anh vẫn thường mơ
Một ngày nào đó ta thấu tỏ chính mình tận đến cùng kẽ tóc và đường tơ

Đời cứ cuốn ta hoài
Ngày ngày một nhanh hơn
Anh chưa đến không phải vì anh đã quên
Chờ thêm chút thôi
Một ngày nào đó rồi mình lại đi với nhau
Những trưa mây bay ngang đầu
Một ngày chẳng còn thời gian để tiêu pha nữa
Chẳng tiếc những thứ hai ta chưa
Một ngày nào đó khi cơn mơ ngã ngũ rồi
Sướng vui đi không khứ hồi
Là ngày anh mang hình dung mà anh yêu dấu
Về đúng nơi anh mong như ngày đầu
Lâu rồi không ai viết thư
Tự viết cho mình một bức
Người gửi là mình hôm nay
Người nhận là mình hôm trước
Phóng xe ra ngay bưu điện
Phong bao rồi lại dán tem
Hôm sau người ta thông báo
Hoàn đơn: Quá khó để tìm"
NsqtfeHTD_M,Cho Anh Quay Về - Trịnh Đình Quang | Cuộc đời không giống như mơ làm sao biết được chữ ngờ,Cho Anh Quay Về,Trịnh Đình Quang Official,
E0Dlt06atOQ,Tết Đi Lên Cùng Nhau - Da LAB (MV Official),Tết Đi Lên Cùng Nhau,Da LAB Official,"1 Contributor
Tết Đi Lên Cùng Nhau Lyrics
Tết đi lên cùng nhau
Tết đi lên cùng nhau
Tết stronger
Tết stronger together
Rabbit Run
]
Nào là chuẩn bị bánh chưng xanh, yeah
Nào là đào, mai, quất long lanh 
(đào, mai, quất)
Nào là niềm vui mới
Nào là lì xì mới
Cùng vài chầu bia với ông anh này
Nào thì mình quên hết âu lo 
(gạt đi hết)
Buồn phiền tạm dọn vào trong kho 
(vào trong kho)
Sum vầy bên năm mới
Chúc mừng cho năm mới
Xin cầu cho năm tới luôn yên bình
Kịp hết ca đón chuyến xe cuối ngày
Thầy u mới mắng cho xong đây này
Về cho sớm đi con làm thế thôi còn kịp bữa tất niên chiều nay
Vậy là xách va li
Dạ chào sếp em đi
Được sếp thêm chút lương, chẳng kịp bán mua cái chi
Này là để con góp u mua cặp gà
Này cậu chàng đi đâu đấy (này cậu chàng đi đâu đấy)
Nhìn mặt cậu buồn biết mấy (nhìn mặt cậu buồn biết mấy)
Âu lo gì thì lên xe (âu lo gì thì lên xe)
Bia đây, rồi kể tôi nghe, yeah
Đời là đời này vậy đấy (đời là đời này vậy đấy)
Vừa buồn này lại vui ngay (vừa buồn này lại thấy vui)
Trên con đường về quê yeah
Nâng ly rồi kể nhau nghe yeah

Rabbit Run
]
Nào là chuẩn bị bánh chưng xanh, yeah
Nào là đào, mai, quất long lanh 
(đào, mai, quất)
Nào là niềm vui mới
Nào là lì xì mới
Cùng vài chầu bia với ông anh này
Nào thì mình quên hết âu lo 
(gạt đi hết)
Buồn phiền tạm dọn vào trong kho 
(vào trong kho)
Sum vầy bên năm mới
Chúc mừng cho năm mới
Xin cầu cho năm tới luôn yên bình
Nào là bánh, nào là trái mình cùng hái lộc (hái lộc)
Bao trai gái, đầu 2 mái, điểm thêm má hồng (má hồng)
Nhìn phơi phới
Chờ đợi gì trong xuân mới? (trong xuân mới)
Cười tươi thế, cười điều gì kể tôi nghe với (yeah yeah)
Đi về đâu đi cùng nhau thì xin mời lên xe (xin mời lên)
Cánh đào phai kia của ai thì xin đừng quên nhe (xin đừng quên)
Đi về quê? Thì mình cùng đi về quê
Này là được về quê đón tết mới nghe thấy đã đúng là mê yeah
Gác lại những chuyện cũ năm qua (cùng ăn tết)
Bánh chưng với thịt đông thịt gà (cả bánh tét)
Uống chầu bia rồi pha ấm trà
Ngồi tán phét cho vui cùng ông anh trong nhà
Hứa hẹn những chuyện mới năm sau (vui ra phết)
Chúc ông chú làm ăn mau giàu (như Bill Gates)
Vui làm sao cùng nhau đón tết từ Bắc vô Nam năm mới sang trang

Yeah, xuân về mời ta thay bộ áo mới (ya ya)
Ở trên phone mới tậu bạn thân đang ý ới (ring ring)
Có tài khoản ngủ quên bao lâu sáng nay cũng ting ting
Sắc mai đào ấp e xinh xinh ya-ah
Đã lâu không bên nhau hay đi thăm đây đó
Đã lâu không được bay tự do như mây gió
Lắng lo tất bật năm dài
Đã quen trĩu nặng đôi vai
Nhưng xuân sang quên gánh lo ta đang mang
Đi bên nhau ta đem chuyện cũ đã qua cho sang trang
Đón năm mới cùng nhau nguyện ước một năm mới to đẹp đàng hoàng
Từ xa tới gần đi lên cùng nhau gặp nhau mừng vui lòng rộn ràng yeah
Yeah yeah
Cụng ly cùng mừng xuân mới về
Bắc Trung Nam, Hà Nội Huế, Sài Gòn, 
tống cựu nghênh tân
Ông Công ông Táo về trời báo cáo Ngọc Hoàng giúp con
Rabbit Run
]
Nào là chuẩn bị bánh chưng xanh, yeah
Nào là đào, mai, quất long lanh 
(đào, mai, quất)
Nào là niềm vui mới
Nào là lì xì mới
Cùng vài chầu bia với ông anh này
Nào thì mình quên hết âu lo 
(gạt đi hết)
Buồn phiền tạm dọn vào trong kho 
(vào trong kho)
Sum vầy bên năm mới
Chúc mừng cho năm mới
Xin cầu cho năm tới luôn yên bình

Tết đi lên cùng nhau
Tết đi lên cùng nhau
Tết stronger
Tết stronger together
Tết đi lên cùng nhau
Tết đi lên cùng nhau
Tết stronger
Tết stronger together
Rabbit Run
]
Nào là chuẩn bị bánh chưng xanh, yeah
Nào là đào, mai, quất long lanh 
(đào, mai, quất)
Nào là niềm vui mới
Nào là lì xì mới
Cùng vài chầu bia với ông anh này
Nào thì mình quên hết âu lo 
(gạt đi hết)
Buồn phiền tạm dọn vào trong kho 
(vào trong kho)
Sum vầy bên năm mới
Chúc mừng cho năm mới
Xin cầu cho năm tới luôn yên bình"
UM_-1SyW8hg,SING ASIA || CẮT ĐÔI NỖI SẦU - BIỆT KHÚC CHỜ NHAU || ĐAN TRƯỜNG FT TÔ HỮU BẰNG FT TRƯƠNG LƯƠNG DĨNH,CẮT ĐÔI NỖI SẦU - BIỆT KHÚC CHỜ NHAU,Đan Trường Singer Official,
