Video_ID,Raw_Title,Clean_Title,Uploader,Lyric
-kjRf27e02k,Rừng Lá Thấp - Trường Vũ (Tác giả: Trần Thiện Thanh) | Nhạc Vàng Xưa Bất Hủ,Rừng Lá Thấp,Giang Tử,"1 Contributor
Rừng Lá Thấp Lyrics
Rừng lá xanh xanh cây phủ đường đi
Thành phố sau lưng ôm mộng ước gì
Tôi là người vui chinh chiến dài lâu
Nên mộng ước đầu tôi nghe đã chìm sâu
Từ máy thu thanh cô nàng vừa ca:
""Trọn kiếp yêu anh lính khổ xa nhà""
Giữa rừng già vang tiếng hát thật cao
Nhưng giữa già tôi có thấy gì đâu...
Sao không hát cho người giết giặc trên cầu
Khi bùn lầy còn pha sắc áo xanh
Trong khói súng xây thành
Mắt quầng thâm mất ngủ
Tàn đêm khói lửa
Giờ chỉ còn hai tiếng ""mến anh""
Sao Không hát cho những người còn mải mê
Lá rừng che kín đường về phồn hoa
Không hát cho những bà mẹ hằng đêm nhớ con xa
Hay hát cho những người vừa nằm xuống chiều qua
Rừng lá xanh xanh lối mòn chạy quanh
Đời lính quen yêu gian khổ quân hành
Nghe từ ngày thơ tiếng súng triền miên
Đánh giặc lâu bền cho non nước bình yên

Lời hát xin gây rung động thật sâu
Đừng hát như chim trên rừng lá sầu
Xin thật lòng qua câu hát đầu môi
Như lính giữa rừng yêu lá thấp mà thôi"
x6N7XJO29Bc,NARAKA: BLADEPOINT x @Masewprod x @Nganbctm - BÀI HÁT CHỦ ĐỀ 'Glory Is Yours' | Official MV,Glory Is Yours,NARAKA: Bladepoint Việt Nam,"4 người đóng góp
Lời bài hát Vinh Quang Là Của Anh
Phước lành, danh dự, sức mạnh và quyền lực
Của riêng anh bây giờ và mãi mãi
Tình yêu thế giới này không bao giờ có thể dừng lại
Không có ai như Chúa của chúng ta
Đưa tay xuống chạm vào mảnh vỡ
Lòng thương xót xuyên qua khoảnh khắc này
Đấng trung tín là Đấng cứu rỗi
Xứng đáng là tên của bạn
Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài
Thrones và các thiên thần kinh ngạc theo dõi
Vào ngày đó khi thời gian đã hết
Mọi trái tim cuối cùng cũng tuyên bố
Xứng đáng là tên của bạn
Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài

Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài
Không ai bên cạnh bạn
Chưa bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Chưa bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Chưa bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Chưa bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn
Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài
Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài
Ôi Chúa, vinh quang là của Ngài
Vương quốc đã đến và trận chiến kết thúc
Lạy Chúa Giêsu, nhân danh Chúa chúng con trỗi dậy
Và vinh quang là của Ngài, vinh quang là của Ngài

Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn
Không ai bên cạnh bạn
Sẽ không bao giờ có ai, bất cứ điều gì giống như Bạn"
3BaOW8I-_3M,PBN 49 | Phi Nhung - Lý Con Sáo Bạc Liêu,Lý Con Sáo Bạc Liêu,Thuy Nga,"2 Contributors
Lý Con Sáo Bạc Liêu Lyrics
Rồi thì sáo cũng sang sông
Bỏ trong dĩ vãng tấm lòng mồ côi
Bạc Liêu cùng với qua mùi
Nhớ thương em bậu khóc mùi một phen
À ơi à à ơi
Trời mưa lâm râm ướt dầm bông soái
Bậu đi lấy chồng sao chẳng nói qua hơi
Trách chi câu thề khi nào cậu quay nõ á quay
Thì hoa với bậu mới đứt dây cang thường
Mà nay con sáo sang sông
Sáo sang sông rộng theo người dưng về xứ xa
Rồi thì sáo cũng bay xa
Bỏ trên bến nước tiếng ca buồn hiu
Vàng trôi chẳng tiếc chi nhiều
Tiếc thương em bậu chín chiều ruột đau
À ơi à à ơi
Trời mưa lâm râm ướt dầm bông soái
Bậu đi lấy chồng sao chẳng nói qua hơi
Gió đưa con sầu lên bờ bù non bù nước khóc than

Vì chân lẻ bạn mới ốm o cung đàn
Tình bậu không muốn mang
Gió lay bông tràm đêm nằm nghe sầu thắt gan
Vì chân lẻ bạn mới ốm o cung đàn
Tình bậu không muốn mang
Gió lay bông tràm đêm nằm nghe sầu thắt gan
Ai đưa cái kìa con sáo nó sang sông
Để cho cái kìa con sáo sổ lồng bay xa"
7OYnkD6rctg,"MIN - (TỪNG LÀ) BOYFRIEND, GIRLFRIEND | OFFICIAL MUSIC VIDEO","TỪNG LÀ BOYFRIEND, GIRLFRIEND",MIN OFFICIAL,"3 Contributors
Translations
ไทย (Thai)
한국어 (Korean)
简体中文 (Simplified Chinese)
日本語 (Japanese)
English
(từng là) Boyfriend, Girlfriend Lyrics
Anh có còn nhớ mình từng thâu đêm?
Hai ba giờ sáng phố vẫn lên đèn
Dịu dàng vòng tay của anh khẽ ôm em
Em hay thầm ước mình được bên nhau
Như câu chuyện bé thơ bao nhiệm màu
“Và rồi họ sống hạnh phúc đến mãi sau”
Điều gì phải đến đã đến
Một chuyện tình không thể quên
Từng là chàng trai của em
Từng là cô gái của anh
Hôm nay em sẽ không đau buồn
Ngày mai sẽ luôn mỉm cười
Mỗi khi em quay lại nhìn và nói
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là điều đẹp nhất ở trong đời em
Em đang học cách để bình yên hơn
Những thú vui mới em có thể làm một mình
Thật khó vì ta từng như bóng với hình
Đôi khi em nghe mùi nước hoa vẫn còn đượm lại trên gối
Khi em soi mình trước gương, không còn ai nhìn em đắm đuối
Nhớ không anh yêu ơi?
Còn em thì không thể quên đến bây giờ

Điều gì phải đến đã đến
Một chuyện tình không thể quên
Từng là chàng trai của em
Từng là cô gái của anh
Hôm nay em sẽ không đau buồn
Ngày mai sẽ luôn mỉm cười
Mỗi khi em quay lại nhìn và nói
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là
Là niềm tự hào của em, là cả cuộc đời của em
Từng là điều phải nhớ, giờ lại là điều chẳng thể quên
Và dù em đã bật khóc từng đêm mỗi khi một mình
Rồi ngày mai sẽ tốt hơn
Điều gì phải đến đã đến
Một chuyện tình không thể quên
Từng là chàng trai của em
Từng là cô gái của anh
Hôm nay em sẽ không đau buồn
Ngày mai sẽ luôn mỉm cười
Mỗi khi em quay lại nhìn và nói
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là boyfriend, girlfriend
Cảm ơn đã từng là điều đẹp nhất ở trong đời em

Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend
Boyfriend, girlfriend"
YIhAtJd_5Kw,Siêu Cô Đơn - Yan Nguyễn  ( OFFICIAL Lyric Video ),Siêu Cô Đơn,BD Music,
dNNpfmUpxck,Mưa Tháng Sáu - Văn Mai Hương | Official MV | Mây Saigon,Mưa Tháng Sáu,Mây Saigon Official ,"3 Contributors
Mưa Tháng Sáu Lyrics
Dương Hoàng Yến
 & Vũ Ngọc Anh)]
Ngoài trời mưa rơi tháng sáu, trong lòng rướm máu
Biết ta đã mất nhau
Muốn cùng em đến nơi ngày xanh
Mà tim em sao nỡ đành
Vũ Ngọc Anh
]
Em cứ ngỡ tình yêu sẽ mãi bền lâu
Nếu chúng mình không cố dối lừa nhau
Nhưng đâu biết rằng cây sẽ héo
Khi không còn ai nâng niu và tiêu tưới
Trong phút chốc thì mây sẽ hóa thành mưa
Chẳng biết liệu ta kết thúc thật chưa
Hay vẫn ôm niềm đau ở đó
Ôm niềm tin mong gom thành cơn gió
Để cuốn mây bay đi, cho mưa đừng rơi
Nhưng trời dần sập tối, đường dài mòn gối
Tháng năm em đã chẳng kịp nói
Thiều Bảo Trâm
]
Ngoài trời mưa rơi tháng sáu, trong lòng rướm máu
Biết ta đã mất nhau
Muốn cùng anh đến nơi ngày xanh
Mà tim anh sao nỡ đành
Ngoài trời mưa rơi tháng sáu, trong lòng rướm máu
Những hoang tàn nỗi đau
Muốn cùng đi đến khi biệt ly
Mà tình nào đâu mấy khi

Thiều Bảo Trâm
]
Anh đã cố, anh đã giữ lấy chúng ta
Sau mọi đau thương, sau bao nhiêu lần cãi vã
Vẫn cứ đắm đuối, vẫn cứ xót xa anh không quên được
Chỉ là anh chọn đi để lấy bình yên
Khi mà nắng tắt kia ập đến
Em vẫn tìm bến đỗ đêm từng đêm
Con thuyền em mãi chưa cập bến
Vậy em kệ anh, chọn quên mà đi
Mưa sẽ ngừng rơi ở trên làn mi
Và ánh nắng sẽ chờ em như mọi khi
Anh cứ nói dối em đi mà
Để em sống trong một cơn hão huyền giờ hóa đá
Mãi ở đằng sau, dõi theo từ xa
Không ai quay lại dìu em đi khi em ngã nữa rồi
Để cuốn mây bay đi, cho mưa đừng rơi
Trời dần sập tối, đường dài mòn gối
Tháng năm em đã chẳng kịp nói
Mie
, 
Gil Lê, 
All
]
Ngoài trời mưa rơi tháng sáu, trong lòng rướm máu
Biết ta đã mất nhau
Muốn cùng anh đến nơi ngày xanh
Mà tim anh sao nỡ đành
Ngoài trời mưa rơi tháng sáu, trong lòng rướm máu
Những hoang tàn nỗi đau
Muốn cùng đi đến khi biệt ly
Mà tình nào đâu mấy khi
Dù anh đã cố gắng quên chuyện quá khứ
Nhưng đâu muốn quên là sẽ quên
Những tổn thương ấy luôn ở đây
Chẳng qua là em giả vờ mình không thấy
Mưa tháng sáu, trong lòng rướm máu
Những hoang tàn nỗi đau
Muốn cùng đi đến khi biệt ly
Mà tình nào đâu mấy khi"
Mxg2Ii-ndEw,NƠI VỰC NƠI TRỜI DEEP HOUSE | LÊ BẢO BÌNH | OFFICIAL MUSIC VIDEO,NƠI VỰC NƠI TRỜI,Lê Bảo Bình,"6 Contributors
KHÔNG QUAN TRỌNG Lyrics
MCK, 2024
Yeah, I ain't gon' lie, no cap, I'll stay real
Nếu em đã bước đi, em phải bước đi rồi
You gotta go
Yeah
Tage
, 
RPT MCK & Tage
]
Anh nghĩ rằng ta chẳng nên bên nhau nữa đâu
Anh phải ra đi cho dù anh đã yêu rất đậm sâu
Em yêu, tay em bóp con tim anh quá đau
Ngày trôi thật lâu và hàng cây thì cũng mới thay màu
Anh không tin, tất cả cũng chỉ là lí do
Cho một ai khác thôi, cho một ai khác thôi
Không phải anh
Ngay trong iPhone anh là bao nhiêu kỷ niệm về nàng xuyên qua tim anh như cung tên (Ái dồi ôi)
Bao nhiêu ngày qua anh vẫn không thể nào tin là
Em lại không thể làm điện thoại anh rung lên (Quá là gà)
Vinahouse không thể giúp anh hết đi overthinking về em, nó đã ám anh từng đêm (Hàn Quốc)
Làm đôi mắt anh lại chùng thêm
Ta nằm trong album của Wren, tên là ""Từng Quen""
Chẳng thể nào mà lau được hết tận sâu cho đôi mắt đâu
Sao bao nhiêu lâu nay anh không thể chạm vào?
Bởi vì chẳng phải là em cố giấu đi ngay từ khi ta bắt đầu
Baby, tell me right now
Bởi vì nếu mà không còn yêu, anh sẽ quay đi chấp nhận
Nhưng mà chưa từng yêu
Điều gì làm anh vướng bận à?
Mưa chậm rơi, ngay trên khuôn mặt à?
Môi chạm môi, đôi tay buông dần

Vậy giờ người đừng tìm lại anh, nơi ai khác không phải anh
Chẳng thể nào bận tâm, tim anh mãi luôn chân thành
Liệu rằng lời xin lỗi đó có khiến ta còn như lúc đầu?
Từng câu hát đã cố viết thêm những chương sau
Giờ này nhìn về nhau nơi ấy còn đâu?
Nụ cười em trên môi thay cho nỗi đau anh nơi này
Màu trời em xanh mãi mỗi anh là mù mây
Cứ như vậy đi
Sóng đâu cản được gió mang thuyền xa
Oh, my love
Don't cry, cry
Oh, my love
Say goodbye
Okay, nếu thế, xin em cứ bước tiếp, đâu cần ngoái lại đằng sau
Đốt hết đi bao nhiêu ký ức, hãy xem như ta chưa thấy nhau
Chắc có lẽ em chơi anh như trò chơi, nhưng mà con tim anh cũng biết đau
Nỗi nhớ về em bỏ lại phía sau
Hãy cứ coi như ta chưa bao giờ bắt đầu
Tage
]
Và anh nhận ra như là không thể quên được em
Khi mắt anh đã khép lại khi không gian đã tối đen
Mấy thằng homies anh đều khuyên anh là anh nên quên đi
Chúng nó không biết giọt nước mắt của anh vẫn đang lăn trên mi
Anh không chắc rằng bản thân mình có thể vượt qua được khi em không gần kề
Vượt qua được cơn mưa giông tràn về
Một người từng ngày từng ngày chờ đợi một người
Nụ cười xưa em trao tôi để tôi tô lên đôi môi

Vậy giờ người đừng tìm lại anh, nơi ai khác không phải anh
Chẳng thể nào bận tâm, tim anh mãi luôn chân thành
Liệu rằng lời xin lỗi đó có khiến ta còn như lúc đầu?
Từng câu hát đã cố viết thêm những chương sau
Giờ này nhìn về nhau nơi ấy còn đâu?
Nụ cười em trên môi thay cho nỗi đau anh nơi này
Màu trời em xanh mãi mỗi anh là mù mây
Cứ như vậy đi
Sóng đâu cản được gió mang thuyền xa
JustaTee
]
Có lẽ em cứ bước tiếp đi em ơi
Em đâu cần bận tâm
Đừng làm anh đau thêm, nó giết anh từng đêm
Khi em trong tay người, tâm trí anh sắp quay cuồng
Giọt lệ nào hay chợt buông, yeah
Khi anh ôm chặt lấy nơi lạnh băng đang dần xa nơi này
Còn gì đây? Còn gì đây? Còn gì đây?
Còn gì? Còn gì?
Vậy giờ người đừng tìm lại anh, nơi ai khác không phải anh
Chẳng thể nào bận tâm, tim anh mãi luôn chân thành
Liệu rằng lời xin lỗi đó có khiến ta còn như lúc đầu?
Từng câu hát đã cố viết thêm những chương sau
Giờ này nhìn về nhau nơi ấy còn đâu?
Nụ cười em trên môi thay cho nỗi đau anh nơi này
Màu trời em xanh mãi mỗi anh là mù mây
Cứ như vậy đi
Sóng đâu cản được gió mang thuyền xa

Oh, my girl
Don't cry, cry
You're my all
Say goodbye, bye
You're my hеart
Don't lie, lie
My girl
Say goodbye"
jEKTZQHuI1Y,MỘNG YU - AMEE ft. MCK | lyric video (from ‘MỘNGMEE’ album),MỘNG YU,ST.319 Entertainment,"7 Contributors
MỘNG YU Lyrics
Đêm đêm em thường hay mơ
Giấc mơ rất thật nên vẫn em nhớ-ơ-ờ (Nhớ-ơ-ờ)
Nhớ ánh mắt, thêm đôi môi và nụ cười
Nhớ cái cách anh nâng niu và chiều chuộng em-em (Em-em)
Nếu anh không là mây trời
Nếu như anh chẳng xa vời (Xa vời)
Nếu như anh có thật trên đời
Thì cớ sao anh vẫn còn chưa tới
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó (You đó)
Tính em quen được nuông chiều
Rất mong anh hãy biết điều
Có hay không phải ra tín hiệu
Vì có như không chẳng thà không có
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó
You-you-you-you-you-you
I just wanna be with you
You-you-you-you-you-you
I just wanna dream 'bout you
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó

Nhốt anh vào trong đi, trong giấc mơ của em
Vì bình yên trong anh có lẽ nó đã cũ mèm
Và vì thời gian ta bên nhau đang trôi đi quá vội
Nếu muốn giữ lại nụ hôn này em thì cứ tìm tới, anh không từ chối
Chỉ cần là shawty don't lie, I'm the one and only trong tranh, trong thơ
Đơn giản, nhận lại bắt đầu từ cho đi
Nhắn anh khi em say , mạnh dạn hơn thì call me
Hay là em vẫn muốn là mình chỉ hôn nhau trong mơ
Anh không thích cái cách em bảo là em đang lonely
Liệu là do anh không đuổi theo? Bae, I'm sorry
I ain't chase around, I ain't chase around
Những khoảng trống trong em đang muốn được đưa nỗi nhớ của anh dồn vào
Chỉ có thể là anh thôi, chỉ có thể là anh
Muốn được nghe tên anh không AMEE? (Yuh, yah)
Nếu mà em đã muốn làm my lady
Thế thì anh rất vui vì được làm baby (yuh)
AMEE, AMEE, baby (yuh)
Để anh nhìn vào mắt em xem anh thấy gì (yuh)
MCK, MCK, MCK
Nếu anh không là mây trời
Nếu như anh chẳng xa vời
Nếu như anh có thật trên đời
Thì cớ sao anh vẫn còn chưa tới
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó
Tính em quen được nuông chiều
Rất mong anh hãy biết điều
Có hay không phải ra tín hiệu
Vì có như không chẳng thà không có
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó
You-you-you-you-you-you
I just wanna be with you
You-you-you-you-you-you
I just wanna dream 'bout you
You-ou-ou-ou-ou-ou-ou
Đêm đêm em mơ mộng
You-ou-ou-ou-ou-ou-ou
Mộng ""Yu"" về you đó"
Q74zn7zvNww,KIẾM ĐÂU BÂY GIỜ - Nguyễn Hùng (OST CỤC VÀNG CỦA NGOẠI) | OFFICIAL MUSIC VIDEO,Kiếm Đâu Bây Giờ,YEAH1 MUSIC,"1 Contributor
Kiếm Đâu Bây Giờ Lyrics
Sau bao nhiêu năm
Vẫn đây hình hài bé xíu
Ngây thơ vô tư vơi đi ít nhiều
Ước mơ lớn lên
Đến nay còn xa bao nhiêu
Mà sao càng khôn lớn
Lại càng mất nhiều điều
Đôi tay nâng niu
Khẽ thay bao lời thương yêu
Ai đem cho không
Những ngày đêm bế bồng
Ai ôm thân tôi
Dẫu thân mình còn đơn côi
Ai từng đêm trắng
Ngân nga lời ca bên nôi
Chạy theo niềm vui mới
Nay con xa tầm với
Còn bao điều chưa nói
Nay đâu thể gửi đến nơi
Khi cánh hoa gần đất xa trời à ơi
Nhưng con thì cứ mãi rong chơi
Đừng đi về bên ấy
Mai con sợ tìm chẳng thấy
Làm sao để giữ lấy
Chốn nương tựa trước đây
Bé con đằng sau lưng bà
Ngày xưa quý hơn cục vàng
Con biết kiếm đâu bây giờ

Đôi tay nâng niu
Khẽ thay bao lời thương yêu
Ai đem cho không
Những ngày đêm bế bồng
Ai ôm thân tôi
Dẫu thân mình còn đơn côi
Thời gian tựa vòng xe còn lăn mãi
Cuốn đi chẳng chừa một ai
Chạy theo niềm vui mới
Nay con xa tầm với
Còn bao điều chưa nói
Nay đâu thể gửi đến nơi
Khi cánh hoa gần đất xa trời à ơi
Nhưng con thì cứ mãi rong chơi
Đừng đi về bên ấy
Mai con sợ tìm chẳng thấy
Làm sao để giữ lấy
Chốn nương tựa trước đây
Bé con đằng sau lưng bà
Ngày xưa quý hơn cục vàng
Con biết kiếm đâu bây giờ

Kiếm đâu bây giờ
Kiếm đâu bây giờ
Kiếm đâu bây giờ
Bé con đằng sau lưng bà
Ngày xưa quý hơn cục vàng
Con biết kiếm đâu bây giờ"
5cexpAYNMNo,NGÂN | Low G x tlinh | OFFICIAL AUDIO,NGÂN,Nhà Hóa Học Đống Đa,"31 người đóng góp
Lời bài hát Ghetto
Benash, thành viên của 92i, tiết lộ trích đoạn thứ 2 trong album solo đầu tiên của anh ấy, “Ghetto” có sự góp mặt của Booba.
Ồ ồ ồ, trong khu ổ chuột
Ồ ồ ồ, trong khu ổ chuột
Ồ ồ ồ, trong khu ổ chuột
Ồ ồ ồ, trong khu ổ chuột
khu ổ chuột
Tôi lăn một cùn, cùn, cùn trên không
khu ổ chuột
Mẹ kiếp ba lần, mẹ kiếp, mẹ kiếp: đánh vào lưng bạn
khu ổ chuột
Tôi rút súng ra, súng, súng chẳng vì gì cả
khu ổ chuột
Tôi đang ở trong binks, binks, binks: mọi thứ đều ổn
Khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột
(Khu ổ chuột, khu ổ chuột)
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột

Tôi tự hỏi thế giới sẽ đi về đâu
Không ai trả lời tôi nên tôi ở lại khu phố
Mình chặt gốc không đợi nó rụng
Tôi sẽ thành công trước khi bạn rời đi
Bất lực, tôi đành phải nhìn em vùng vẫy
Giao thông và tội phạm, tôi liền tham gia
Tôi sẽ bán cocaine cho Marine
Tạm thời, tôi thích Mesrine hơn
Đối với người Colombia, tôi chỉ là một gã ngốc
Điếu xì gà trong miệng trên trực thăng
Không có ai báo cáo trong nhóm của tôi
, không
Cốc ma túy trong bento
Tôi vẫn đang ở tận cùng của mớ hỗn độn
Nước ép để giữ quả đào
khu ổ chuột
Tôi lăn một cùn, cùn, cùn trên không
khu ổ chuột
Mẹ kiếp ba lần, mẹ kiếp, mẹ kiếp: đánh vào lưng bạn
khu ổ chuột
Tôi rút súng ra, súng, súng chẳng vì gì cả
khu ổ chuột
Tôi đang ở trong binks, binks, binks
 : mọi thứ đều ổn
Khu ổ chuột, khu ổ chuột

Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột
(Khu ổ chuột, khu ổ chuột)
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi vẫn đang ở tận cùng của mớ hỗn độn
Nước ép để giữ quả đào
Cuatro siete đến từ Bucharest
Cú đánh kích hoạt, kẻ thù biến mất
Ăn như ở Gros Saule thật là hấp dẫn
Tôi có thể có mọi thứ trong khi chẳng có gì
Tôi giải phóng người dân của tôi, Charles de Gaulle
Không ai xâm phạm đất của tôi
Tôi vẫn đang ở tận cùng của mớ hỗn độn
Nước ép để giữ quả đào
khu ổ chuột
Tôi lăn một cùn, cùn, cùn trên không
khu ổ chuột
Mẹ kiếp ba lần, mẹ kiếp, mẹ kiếp: đánh vào lưng bạn
khu ổ chuột
Tôi rút súng ra, súng, súng chẳng vì gì cả
khu ổ chuột
Tôi đang ở trong binks, binks, binks: mọi thứ đều ổn
Khu ổ chuột, khu ổ chuột

Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột
(Khu ổ chuột, khu ổ chuột)
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột, khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột
Tôi đang ở khu ổ chuột"
